PrimaryKey,id,description,value,valueUnitOfMeasure,sourceTimeStamp
BREADBLAST06_Temperature239.32Celsius,BREADBLAST06_Temperature,Temperature,239.32,Celsius,2023-04-30T11:49:40
BREADBLAST06_Temperature239.15Celsius,BREADBLAST06_Temperature,Temperature,239.15,Celsius,2023-04-30T11:51:10
BREADBLAST06_Temperature239.12Celsius,BREADBLAST06_Temperature,Temperature,239.12,Celsius,2023-04-30T11:52:00
BREADBLAST06_Temperature239.2Celsius,BREADBLAST06_Temperature,Temperature,239.2,Celsius,2023-04-30T11:56:00
BREADBLAST06_Temperature239.16Celsius,BREADBLAST06_Temperature,Temperature,239.16,Celsius,2023-04-30T12:03:00
BREADBLAST06_Temperature239.18Celsius,BREADBLAST06_Temperature,Temperature,239.18,Celsius,2023-04-30T12:03:50
BREADBLAST06_Temperature239.11Celsius,BREADBLAST06_Temperature,Temperature,239.11,Celsius,2023-04-30T12:04:40
BREADBLAST06_Temperature239.08Celsius,BREADBLAST06_Temperature,Temperature,239.08,Celsius,2023-04-30T12:05:10
BREADBLAST06_Temperature239.09Celsius,BREADBLAST06_Temperature,Temperature,239.09,Celsius,2023-04-30T12:05:30
BREADBLAST06_Temperature239.06Celsius,BREADBLAST06_Temperature,Temperature,239.06,Celsius,2023-04-30T12:06:10
BREADBLAST06_Temperature239Celsius,BREADBLAST06_Temperature,Temperature,239,Celsius,2023-04-30T12:06:50
BREADBLAST06_Temperature239.02Celsius,BREADBLAST06_Temperature,Temperature,239.02,Celsius,2023-04-30T12:07:00
BREADBLAST06_Temperature238.95Celsius,BREADBLAST06_Temperature,Temperature,238.95,Celsius,2023-04-30T12:07:20
BREADBLAST06_Temperature238.92Celsius,BREADBLAST06_Temperature,Temperature,238.92,Celsius,2023-04-30T12:07:30
BREADBLAST06_Temperature238.94Celsius,BREADBLAST06_Temperature,Temperature,238.94,Celsius,2023-04-30T12:07:40
BREADBLAST06_Temperature238.93Celsius,BREADBLAST06_Temperature,Temperature,238.93,Celsius,2023-04-30T12:07:50
BREADBLAST06_Temperature238.98Celsius,BREADBLAST06_Temperature,Temperature,238.98,Celsius,2023-04-30T12:08:00
BREADBLAST06_Temperature238.96Celsius,BREADBLAST06_Temperature,Temperature,238.96,Celsius,2023-04-30T12:08:10
BREADBLAST06_Temperature239.01Celsius,BREADBLAST06_Temperature,Temperature,239.01,Celsius,2023-04-30T12:09:00
BREADBLAST06_Temperature239.03Celsius,BREADBLAST06_Temperature,Temperature,239.03,Celsius,2023-04-30T12:09:10
BREADBLAST06_Temperature239.05Celsius,BREADBLAST06_Temperature,Temperature,239.05,Celsius,2023-04-30T12:10:00
BREADBLAST06_Temperature239.37Celsius,BREADBLAST06_Temperature,Temperature,239.37,Celsius,2023-04-30T12:29:10
BREADBLAST06_Temperature239.1Celsius,BREADBLAST06_Temperature,Temperature,239.1,Celsius,2023-04-30T13:34:20
BREADBLAST06_Temperature239.13Celsius,BREADBLAST06_Temperature,Temperature,239.13,Celsius,2023-04-30T13:35:50
BREADBLAST06_Temperature238.97Celsius,BREADBLAST06_Temperature,Temperature,238.97,Celsius,2023-04-30T13:37:20
BREADBLAST06_Temperature239.07Celsius,BREADBLAST06_Temperature,Temperature,239.07,Celsius,2023-04-30T13:38:20
BREADBLAST06_Temperature239.04Celsius,BREADBLAST06_Temperature,Temperature,239.04,Celsius,2023-04-30T13:42:20
BREADBLAST06_Temperature238.99Celsius,BREADBLAST06_Temperature,Temperature,238.99,Celsius,2023-04-30T13:45:10
BREADBLAST06_Temperature238.91Celsius,BREADBLAST06_Temperature,Temperature,238.91,Celsius,2023-04-30T13:46:10
BREADBLAST06_Temperature238.89Celsius,BREADBLAST06_Temperature,Temperature,238.89,Celsius,2023-04-30T13:46:30
BREADBLAST06_Temperature238.9Celsius,BREADBLAST06_Temperature,Temperature,238.9,Celsius,2023-04-30T13:47:10
BREADBLAST06_Temperature238.86Celsius,BREADBLAST06_Temperature,Temperature,238.86,Celsius,2023-04-30T13:47:40
BREADBLAST06_Temperature238.79Celsius,BREADBLAST06_Temperature,Temperature,238.79,Celsius,2023-04-30T13:48:30
BREADBLAST06_Temperature238.72Celsius,BREADBLAST06_Temperature,Temperature,238.72,Celsius,2023-04-30T13:48:50
BREADBLAST06_Temperature238.68Celsius,BREADBLAST06_Temperature,Temperature,238.68,Celsius,2023-04-30T13:49:00
BREADBLAST06_Temperature238.65Celsius,BREADBLAST06_Temperature,Temperature,238.65,Celsius,2023-04-30T13:49:20
BREADBLAST06_Temperature238.67Celsius,BREADBLAST06_Temperature,Temperature,238.67,Celsius,2023-04-30T13:49:30
BREADBLAST06_Temperature238.66Celsius,BREADBLAST06_Temperature,Temperature,238.66,Celsius,2023-04-30T13:49:40
BREADBLAST06_Temperature238.71Celsius,BREADBLAST06_Temperature,Temperature,238.71,Celsius,2023-04-30T13:51:10
BREADBLAST06_Temperature238.77Celsius,BREADBLAST06_Temperature,Temperature,238.77,Celsius,2023-04-30T13:51:30
BREADBLAST06_Temperature238.73Celsius,BREADBLAST06_Temperature,Temperature,238.73,Celsius,2023-04-30T13:51:40
BREADBLAST06_Temperature238.69Celsius,BREADBLAST06_Temperature,Temperature,238.69,Celsius,2023-04-30T13:51:50
BREADBLAST06_Temperature238.62Celsius,BREADBLAST06_Temperature,Temperature,238.62,Celsius,2023-04-30T13:52:50
BREADBLAST06_Temperature238.59Celsius,BREADBLAST06_Temperature,Temperature,238.59,Celsius,2023-04-30T13:53:10
BREADBLAST06_Temperature238.6Celsius,BREADBLAST06_Temperature,Temperature,238.6,Celsius,2023-04-30T13:53:20
BREADBLAST06_Temperature238.61Celsius,BREADBLAST06_Temperature,Temperature,238.61,Celsius,2023-04-30T13:53:30
BREADBLAST06_Temperature238.53Celsius,BREADBLAST06_Temperature,Temperature,238.53,Celsius,2023-04-30T13:54:20
BREADBLAST06_Temperature238.55Celsius,BREADBLAST06_Temperature,Temperature,238.55,Celsius,2023-04-30T13:54:50
BREADBLAST06_Temperature238.58Celsius,BREADBLAST06_Temperature,Temperature,238.58,Celsius,2023-04-30T13:55:00
BREADBLAST06_Temperature238.52Celsius,BREADBLAST06_Temperature,Temperature,238.52,Celsius,2023-04-30T13:55:30
BREADBLAST06_Temperature238.48Celsius,BREADBLAST06_Temperature,Temperature,238.48,Celsius,2023-04-30T13:55:40
BREADBLAST06_Temperature238.44Celsius,BREADBLAST06_Temperature,Temperature,238.44,Celsius,2023-04-30T13:55:50
BREADBLAST06_Temperature238.4Celsius,BREADBLAST06_Temperature,Temperature,238.4,Celsius,2023-04-30T13:56:10
BREADBLAST06_Temperature238.36Celsius,BREADBLAST06_Temperature,Temperature,238.36,Celsius,2023-04-30T13:56:20
BREADBLAST06_Temperature238.39Celsius,BREADBLAST06_Temperature,Temperature,238.39,Celsius,2023-04-30T13:56:30
BREADBLAST06_Temperature238.41Celsius,BREADBLAST06_Temperature,Temperature,238.41,Celsius,2023-04-30T13:56:40
BREADBLAST06_Temperature238.45Celsius,BREADBLAST06_Temperature,Temperature,238.45,Celsius,2023-04-30T13:58:40
BREADBLAST06_Temperature238.49Celsius,BREADBLAST06_Temperature,Temperature,238.49,Celsius,2023-04-30T13:59:00
BREADBLAST06_Temperature238.5Celsius,BREADBLAST06_Temperature,Temperature,238.5,Celsius,2023-04-30T13:59:10
BREADBLAST06_Temperature238.37Celsius,BREADBLAST06_Temperature,Temperature,238.37,Celsius,2023-04-30T14:01:10
BREADBLAST06_Temperature238.38Celsius,BREADBLAST06_Temperature,Temperature,238.38,Celsius,2023-04-30T14:01:40
BREADBLAST06_Temperature238.42Celsius,BREADBLAST06_Temperature,Temperature,238.42,Celsius,2023-04-30T14:03:10
BREADBLAST06_Temperature238.35Celsius,BREADBLAST06_Temperature,Temperature,238.35,Celsius,2023-04-30T14:04:50
BREADBLAST06_Temperature238.47Celsius,BREADBLAST06_Temperature,Temperature,238.47,Celsius,2023-04-30T14:05:40
BREADBLAST06_Temperature238.46Celsius,BREADBLAST06_Temperature,Temperature,238.46,Celsius,2023-04-30T14:06:40
BREADBLAST06_Temperature238.56Celsius,BREADBLAST06_Temperature,Temperature,238.56,Celsius,2023-04-30T14:07:10
BREADBLAST06_Temperature238.54Celsius,BREADBLAST06_Temperature,Temperature,238.54,Celsius,2023-04-30T14:07:20
BREADBLAST06_Temperature238.57Celsius,BREADBLAST06_Temperature,Temperature,238.57,Celsius,2023-04-30T14:08:40
BREADBLAST06_Temperature238.64Celsius,BREADBLAST06_Temperature,Temperature,238.64,Celsius,2023-04-30T14:09:50
BREADBLAST06_Temperature238.63Celsius,BREADBLAST06_Temperature,Temperature,238.63,Celsius,2023-04-30T14:10:00
BREADBLAST06_Temperature238.51Celsius,BREADBLAST06_Temperature,Temperature,238.51,Celsius,2023-04-30T14:12:10
BREADBLAST06_Temperature238.34Celsius,BREADBLAST06_Temperature,Temperature,238.34,Celsius,2023-04-30T14:15:20
BREADBLAST06_Temperature238.29Celsius,BREADBLAST06_Temperature,Temperature,238.29,Celsius,2023-04-30T14:15:30
BREADBLAST06_Temperature238.25Celsius,BREADBLAST06_Temperature,Temperature,238.25,Celsius,2023-04-30T14:15:50
BREADBLAST06_Temperature238.21Celsius,BREADBLAST06_Temperature,Temperature,238.21,Celsius,2023-04-30T14:16:00
BREADBLAST06_Temperature238.26Celsius,BREADBLAST06_Temperature,Temperature,238.26,Celsius,2023-04-30T14:16:50
BREADBLAST06_Temperature238.28Celsius,BREADBLAST06_Temperature,Temperature,238.28,Celsius,2023-04-30T14:17:10
BREADBLAST06_Temperature238.23Celsius,BREADBLAST06_Temperature,Temperature,238.23,Celsius,2023-04-30T14:17:40
BREADBLAST06_Temperature238.19Celsius,BREADBLAST06_Temperature,Temperature,238.19,Celsius,2023-04-30T14:17:50
BREADBLAST06_Temperature238.16Celsius,BREADBLAST06_Temperature,Temperature,238.16,Celsius,2023-04-30T14:18:00
BREADBLAST06_Temperature238.13Celsius,BREADBLAST06_Temperature,Temperature,238.13,Celsius,2023-04-30T14:18:30
BREADBLAST06_Temperature238.2Celsius,BREADBLAST06_Temperature,Temperature,238.2,Celsius,2023-04-30T14:19:10
BREADBLAST06_Temperature238.18Celsius,BREADBLAST06_Temperature,Temperature,238.18,Celsius,2023-04-30T14:19:20
BREADBLAST06_Temperature238.17Celsius,BREADBLAST06_Temperature,Temperature,238.17,Celsius,2023-04-30T14:21:40
BREADBLAST06_Temperature238.1Celsius,BREADBLAST06_Temperature,Temperature,238.1,Celsius,2023-04-30T14:22:10
BREADBLAST06_Temperature238.08Celsius,BREADBLAST06_Temperature,Temperature,238.08,Celsius,2023-04-30T14:22:30
BREADBLAST06_Temperature238.15Celsius,BREADBLAST06_Temperature,Temperature,238.15,Celsius,2023-04-30T14:23:50
BREADBLAST06_Temperature238.24Celsius,BREADBLAST06_Temperature,Temperature,238.24,Celsius,2023-04-30T14:24:30
BREADBLAST06_Temperature238.27Celsius,BREADBLAST06_Temperature,Temperature,238.27,Celsius,2023-04-30T14:24:50
BREADBLAST06_Temperature238.22Celsius,BREADBLAST06_Temperature,Temperature,238.22,Celsius,2023-04-30T14:26:20
BREADBLAST06_Temperature238.3Celsius,BREADBLAST06_Temperature,Temperature,238.3,Celsius,2023-04-30T14:27:30
BREADBLAST06_Temperature238.33Celsius,BREADBLAST06_Temperature,Temperature,238.33,Celsius,2023-04-30T14:28:50
BREADBLAST06_Temperature238.31Celsius,BREADBLAST06_Temperature,Temperature,238.31,Celsius,2023-04-30T14:29:10
BREADBLAST06_Temperature238.32Celsius,BREADBLAST06_Temperature,Temperature,238.32,Celsius,2023-04-30T14:29:20
BREADBLAST06_Temperature238.11Celsius,BREADBLAST06_Temperature,Temperature,238.11,Celsius,2023-04-30T14:43:10
BREADBLAST06_Temperature238.02Celsius,BREADBLAST06_Temperature,Temperature,238.02,Celsius,2023-04-30T14:43:40
BREADBLAST06_Temperature238.06Celsius,BREADBLAST06_Temperature,Temperature,238.06,Celsius,2023-04-30T14:43:50
BREADBLAST06_Temperature238.01Celsius,BREADBLAST06_Temperature,Temperature,238.01,Celsius,2023-04-30T14:44:00
BREADBLAST06_Temperature237.97Celsius,BREADBLAST06_Temperature,Temperature,237.97,Celsius,2023-04-30T14:44:20
BREADBLAST06_Temperature237.98Celsius,BREADBLAST06_Temperature,Temperature,237.98,Celsius,2023-04-30T14:44:40
BREADBLAST06_Temperature238.03Celsius,BREADBLAST06_Temperature,Temperature,238.03,Celsius,2023-04-30T14:45:10
BREADBLAST06_Temperature238.05Celsius,BREADBLAST06_Temperature,Temperature,238.05,Celsius,2023-04-30T14:46:30
BREADBLAST06_Temperature238.09Celsius,BREADBLAST06_Temperature,Temperature,238.09,Celsius,2023-04-30T14:48:00
BREADBLAST06_Temperature238.07Celsius,BREADBLAST06_Temperature,Temperature,238.07,Celsius,2023-04-30T14:49:10
BREADBLAST06_Temperature238.04Celsius,BREADBLAST06_Temperature,Temperature,238.04,Celsius,2023-04-30T14:49:40
BREADBLAST06_Temperature237.95Celsius,BREADBLAST06_Temperature,Temperature,237.95,Celsius,2023-04-30T14:51:10
BREADBLAST06_Temperature237.93Celsius,BREADBLAST06_Temperature,Temperature,237.93,Celsius,2023-04-30T14:51:20
BREADBLAST06_Temperature237.92Celsius,BREADBLAST06_Temperature,Temperature,237.92,Celsius,2023-04-30T14:51:40
BREADBLAST06_Temperature237.91Celsius,BREADBLAST06_Temperature,Temperature,237.91,Celsius,2023-04-30T14:51:50
BREADBLAST06_Temperature237.96Celsius,BREADBLAST06_Temperature,Temperature,237.96,Celsius,2023-04-30T14:52:30
BREADBLAST06_Temperature237.85Celsius,BREADBLAST06_Temperature,Temperature,237.85,Celsius,2023-04-30T14:53:10
BREADBLAST06_Temperature237.88Celsius,BREADBLAST06_Temperature,Temperature,237.88,Celsius,2023-04-30T14:54:00
BREADBLAST06_Temperature237.83Celsius,BREADBLAST06_Temperature,Temperature,237.83,Celsius,2023-04-30T14:54:30
BREADBLAST06_Temperature237.8Celsius,BREADBLAST06_Temperature,Temperature,237.8,Celsius,2023-04-30T14:54:40
BREADBLAST06_Temperature237.81Celsius,BREADBLAST06_Temperature,Temperature,237.81,Celsius,2023-04-30T14:54:50
BREADBLAST06_Temperature237.84Celsius,BREADBLAST06_Temperature,Temperature,237.84,Celsius,2023-04-30T14:55:10
BREADBLAST06_Temperature237.79Celsius,BREADBLAST06_Temperature,Temperature,237.79,Celsius,2023-04-30T14:55:50
BREADBLAST06_Temperature237.87Celsius,BREADBLAST06_Temperature,Temperature,237.87,Celsius,2023-04-30T14:56:20
BREADBLAST06_Temperature237.82Celsius,BREADBLAST06_Temperature,Temperature,237.82,Celsius,2023-04-30T14:56:30
BREADBLAST06_Temperature237.86Celsius,BREADBLAST06_Temperature,Temperature,237.86,Celsius,2023-04-30T14:57:00
BREADBLAST06_Temperature237.76Celsius,BREADBLAST06_Temperature,Temperature,237.76,Celsius,2023-04-30T14:58:40
BREADBLAST06_Temperature237.75Celsius,BREADBLAST06_Temperature,Temperature,237.75,Celsius,2023-04-30T15:01:40
BREADBLAST06_Temperature237.71Celsius,BREADBLAST06_Temperature,Temperature,237.71,Celsius,2023-04-30T15:02:00
BREADBLAST06_Temperature237.7Celsius,BREADBLAST06_Temperature,Temperature,237.7,Celsius,2023-04-30T15:02:10
BREADBLAST06_Temperature237.68Celsius,BREADBLAST06_Temperature,Temperature,237.68,Celsius,2023-04-30T15:02:20
BREADBLAST06_Temperature237.65Celsius,BREADBLAST06_Temperature,Temperature,237.65,Celsius,2023-04-30T15:02:40
BREADBLAST06_Temperature237.62Celsius,BREADBLAST06_Temperature,Temperature,237.62,Celsius,2023-04-30T15:03:00
BREADBLAST06_Temperature237.63Celsius,BREADBLAST06_Temperature,Temperature,237.63,Celsius,2023-04-30T15:03:10
BREADBLAST06_Temperature237.6Celsius,BREADBLAST06_Temperature,Temperature,237.6,Celsius,2023-04-30T15:03:20
BREADBLAST06_Temperature237.56Celsius,BREADBLAST06_Temperature,Temperature,237.56,Celsius,2023-04-30T15:03:40
BREADBLAST06_Temperature237.55Celsius,BREADBLAST06_Temperature,Temperature,237.55,Celsius,2023-04-30T15:03:50
BREADBLAST06_Temperature237.64Celsius,BREADBLAST06_Temperature,Temperature,237.64,Celsius,2023-04-30T15:04:40
BREADBLAST06_Temperature237.66Celsius,BREADBLAST06_Temperature,Temperature,237.66,Celsius,2023-04-30T15:04:50
BREADBLAST06_Temperature237.67Celsius,BREADBLAST06_Temperature,Temperature,237.67,Celsius,2023-04-30T15:06:20
BREADBLAST06_Temperature237.73Celsius,BREADBLAST06_Temperature,Temperature,237.73,Celsius,2023-04-30T15:07:10
BREADBLAST06_Temperature237.59Celsius,BREADBLAST06_Temperature,Temperature,237.59,Celsius,2023-04-30T15:07:50
BREADBLAST06_Temperature237.61Celsius,BREADBLAST06_Temperature,Temperature,237.61,Celsius,2023-04-30T15:08:20
BREADBLAST06_Temperature237.57Celsius,BREADBLAST06_Temperature,Temperature,237.57,Celsius,2023-04-30T15:09:30
BREADBLAST06_Temperature237.58Celsius,BREADBLAST06_Temperature,Temperature,237.58,Celsius,2023-04-30T15:09:40
BREADBLAST06_Temperature237.53Celsius,BREADBLAST06_Temperature,Temperature,237.53,Celsius,2023-04-30T15:10:00
BREADBLAST06_Temperature237.49Celsius,BREADBLAST06_Temperature,Temperature,237.49,Celsius,2023-04-30T15:10:20
BREADBLAST06_Temperature237.69Celsius,BREADBLAST06_Temperature,Temperature,237.69,Celsius,2023-04-30T15:12:50
BREADBLAST06_Temperature237.74Celsius,BREADBLAST06_Temperature,Temperature,237.74,Celsius,2023-04-30T15:15:40
BREADBLAST06_Temperature237.72Celsius,BREADBLAST06_Temperature,Temperature,237.72,Celsius,2023-04-30T15:16:40
BREADBLAST06_Temperature237.52Celsius,BREADBLAST06_Temperature,Temperature,237.52,Celsius,2023-04-30T15:22:10
BREADBLAST06_Temperature237.51Celsius,BREADBLAST06_Temperature,Temperature,237.51,Celsius,2023-04-30T15:22:20
BREADBLAST06_Temperature237.54Celsius,BREADBLAST06_Temperature,Temperature,237.54,Celsius,2023-04-30T15:22:30
BREADBLAST06_Temperature237.5Celsius,BREADBLAST06_Temperature,Temperature,237.5,Celsius,2023-04-30T15:23:20
BREADBLAST06_Temperature237.44Celsius,BREADBLAST06_Temperature,Temperature,237.44,Celsius,2023-04-30T15:23:40
BREADBLAST06_Temperature237.41Celsius,BREADBLAST06_Temperature,Temperature,237.41,Celsius,2023-04-30T15:23:50
BREADBLAST06_Temperature237.38Celsius,BREADBLAST06_Temperature,Temperature,237.38,Celsius,2023-04-30T15:24:00
BREADBLAST06_Temperature237.43Celsius,BREADBLAST06_Temperature,Temperature,237.43,Celsius,2023-04-30T15:24:10
BREADBLAST06_Temperature237.4Celsius,BREADBLAST06_Temperature,Temperature,237.4,Celsius,2023-04-30T15:24:40
BREADBLAST06_Temperature237.36Celsius,BREADBLAST06_Temperature,Temperature,237.36,Celsius,2023-04-30T15:24:50
BREADBLAST06_Temperature237.37Celsius,BREADBLAST06_Temperature,Temperature,237.37,Celsius,2023-04-30T15:25:00
BREADBLAST06_Temperature237.42Celsius,BREADBLAST06_Temperature,Temperature,237.42,Celsius,2023-04-30T15:26:00
BREADBLAST06_Temperature237.45Celsius,BREADBLAST06_Temperature,Temperature,237.45,Celsius,2023-04-30T15:26:10
BREADBLAST06_Temperature237.47Celsius,BREADBLAST06_Temperature,Temperature,237.47,Celsius,2023-04-30T15:31:40
BREADBLAST06_Temperature237.46Celsius,BREADBLAST06_Temperature,Temperature,237.46,Celsius,2023-04-30T15:37:00
BREADBLAST06_Temperature237.35Celsius,BREADBLAST06_Temperature,Temperature,237.35,Celsius,2023-04-30T15:37:40
BREADBLAST06_Temperature237.39Celsius,BREADBLAST06_Temperature,Temperature,237.39,Celsius,2023-04-30T15:39:00
BREADBLAST06_Temperature237.31Celsius,BREADBLAST06_Temperature,Temperature,237.31,Celsius,2023-04-30T15:44:30
BREADBLAST06_Temperature237.3Celsius,BREADBLAST06_Temperature,Temperature,237.3,Celsius,2023-04-30T15:44:50
BREADBLAST06_Temperature237.28Celsius,BREADBLAST06_Temperature,Temperature,237.28,Celsius,2023-04-30T15:45:00
BREADBLAST06_Temperature237.24Celsius,BREADBLAST06_Temperature,Temperature,237.24,Celsius,2023-04-30T15:45:10
BREADBLAST06_Temperature237.26Celsius,BREADBLAST06_Temperature,Temperature,237.26,Celsius,2023-04-30T15:45:20
BREADBLAST06_Temperature237.27Celsius,BREADBLAST06_Temperature,Temperature,237.27,Celsius,2023-04-30T15:45:40
BREADBLAST06_Temperature237.2Celsius,BREADBLAST06_Temperature,Temperature,237.2,Celsius,2023-04-30T15:46:40
BREADBLAST06_Temperature237.22Celsius,BREADBLAST06_Temperature,Temperature,237.22,Celsius,2023-04-30T15:46:50
BREADBLAST06_Temperature237.23Celsius,BREADBLAST06_Temperature,Temperature,237.23,Celsius,2023-04-30T15:47:30
BREADBLAST06_Temperature237.25Celsius,BREADBLAST06_Temperature,Temperature,237.25,Celsius,2023-04-30T15:47:40
BREADBLAST06_Temperature237.29Celsius,BREADBLAST06_Temperature,Temperature,237.29,Celsius,2023-04-30T15:48:20
BREADBLAST06_Temperature237.19Celsius,BREADBLAST06_Temperature,Temperature,237.19,Celsius,2023-04-30T15:49:50
BREADBLAST06_Temperature237.21Celsius,BREADBLAST06_Temperature,Temperature,237.21,Celsius,2023-04-30T15:50:10
BREADBLAST06_Temperature237.16Celsius,BREADBLAST06_Temperature,Temperature,237.16,Celsius,2023-04-30T15:50:20
BREADBLAST06_Temperature237.18Celsius,BREADBLAST06_Temperature,Temperature,237.18,Celsius,2023-04-30T15:50:40
BREADBLAST06_Temperature237.13Celsius,BREADBLAST06_Temperature,Temperature,237.13,Celsius,2023-04-30T15:50:50
BREADBLAST06_Temperature237.15Celsius,BREADBLAST06_Temperature,Temperature,237.15,Celsius,2023-04-30T15:51:00
BREADBLAST06_Temperature237.1Celsius,BREADBLAST06_Temperature,Temperature,237.1,Celsius,2023-04-30T15:51:10
BREADBLAST06_Temperature237.14Celsius,BREADBLAST06_Temperature,Temperature,237.14,Celsius,2023-04-30T15:51:20
BREADBLAST06_Temperature237.12Celsius,BREADBLAST06_Temperature,Temperature,237.12,Celsius,2023-04-30T15:51:30
BREADBLAST06_Temperature237.03Celsius,BREADBLAST06_Temperature,Temperature,237.03,Celsius,2023-04-30T15:52:00
BREADBLAST06_Temperature237.09Celsius,BREADBLAST06_Temperature,Temperature,237.09,Celsius,2023-04-30T15:52:20
BREADBLAST06_Temperature237.11Celsius,BREADBLAST06_Temperature,Temperature,237.11,Celsius,2023-04-30T15:52:50
BREADBLAST06_Temperature237.08Celsius,BREADBLAST06_Temperature,Temperature,237.08,Celsius,2023-04-30T15:53:00
BREADBLAST06_Temperature237.05Celsius,BREADBLAST06_Temperature,Temperature,237.05,Celsius,2023-04-30T15:54:00
BREADBLAST06_Temperature237.02Celsius,BREADBLAST06_Temperature,Temperature,237.02,Celsius,2023-04-30T15:54:20
BREADBLAST06_Temperature237.01Celsius,BREADBLAST06_Temperature,Temperature,237.01,Celsius,2023-04-30T15:54:40
BREADBLAST06_Temperature236.97Celsius,BREADBLAST06_Temperature,Temperature,236.97,Celsius,2023-04-30T15:54:50
BREADBLAST06_Temperature236.96Celsius,BREADBLAST06_Temperature,Temperature,236.96,Celsius,2023-04-30T15:55:10
BREADBLAST06_Temperature237.04Celsius,BREADBLAST06_Temperature,Temperature,237.04,Celsius,2023-04-30T15:55:40
BREADBLAST06_Temperature236.99Celsius,BREADBLAST06_Temperature,Temperature,236.99,Celsius,2023-04-30T15:56:40
BREADBLAST06_Temperature236.92Celsius,BREADBLAST06_Temperature,Temperature,236.92,Celsius,2023-04-30T15:57:00
BREADBLAST06_Temperature236.9Celsius,BREADBLAST06_Temperature,Temperature,236.9,Celsius,2023-04-30T15:58:10
BREADBLAST06_Temperature236.94Celsius,BREADBLAST06_Temperature,Temperature,236.94,Celsius,2023-04-30T15:58:30
BREADBLAST06_Temperature236.89Celsius,BREADBLAST06_Temperature,Temperature,236.89,Celsius,2023-04-30T15:58:40
BREADBLAST06_Temperature236.83Celsius,BREADBLAST06_Temperature,Temperature,236.83,Celsius,2023-04-30T15:59:00
BREADBLAST06_Temperature236.84Celsius,BREADBLAST06_Temperature,Temperature,236.84,Celsius,2023-04-30T15:59:10
BREADBLAST06_Temperature236.87Celsius,BREADBLAST06_Temperature,Temperature,236.87,Celsius,2023-04-30T15:59:30
BREADBLAST06_Temperature236.91Celsius,BREADBLAST06_Temperature,Temperature,236.91,Celsius,2023-04-30T16:00:00
BREADBLAST06_Temperature236.95Celsius,BREADBLAST06_Temperature,Temperature,236.95,Celsius,2023-04-30T16:00:20
BREADBLAST06_Temperature237Celsius,BREADBLAST06_Temperature,Temperature,237,Celsius,2023-04-30T16:00:30
BREADBLAST06_Temperature237.06Celsius,BREADBLAST06_Temperature,Temperature,237.06,Celsius,2023-04-30T16:01:20
BREADBLAST06_Temperature237.07Celsius,BREADBLAST06_Temperature,Temperature,237.07,Celsius,2023-04-30T16:03:30
BREADBLAST06_Temperature236.86Celsius,BREADBLAST06_Temperature,Temperature,236.86,Celsius,2023-04-30T16:04:30
BREADBLAST06_Temperature236.85Celsius,BREADBLAST06_Temperature,Temperature,236.85,Celsius,2023-04-30T16:04:40
BREADBLAST06_Temperature236.78Celsius,BREADBLAST06_Temperature,Temperature,236.78,Celsius,2023-04-30T16:05:00
BREADBLAST06_Temperature236.79Celsius,BREADBLAST06_Temperature,Temperature,236.79,Celsius,2023-04-30T16:05:10
BREADBLAST06_Temperature236.82Celsius,BREADBLAST06_Temperature,Temperature,236.82,Celsius,2023-04-30T16:05:20
BREADBLAST06_Temperature236.77Celsius,BREADBLAST06_Temperature,Temperature,236.77,Celsius,2023-04-30T16:05:30
BREADBLAST06_Temperature236.8Celsius,BREADBLAST06_Temperature,Temperature,236.8,Celsius,2023-04-30T16:05:40
BREADBLAST06_Temperature236.98Celsius,BREADBLAST06_Temperature,Temperature,236.98,Celsius,2023-04-30T16:06:50
BREADBLAST06_Temperature237.32Celsius,BREADBLAST06_Temperature,Temperature,237.32,Celsius,2023-04-30T16:13:10
BREADBLAST06_Temperature237.33Celsius,BREADBLAST06_Temperature,Temperature,237.33,Celsius,2023-04-30T16:14:00
BREADBLAST06_Temperature237.34Celsius,BREADBLAST06_Temperature,Temperature,237.34,Celsius,2023-04-30T16:15:50
BREADBLAST06_Temperature237.17Celsius,BREADBLAST06_Temperature,Temperature,237.17,Celsius,2023-04-30T16:28:30
BREADBLAST06_Temperature237.48Celsius,BREADBLAST06_Temperature,Temperature,237.48,Celsius,2023-04-30T17:03:30
BREADBLAST06_Temperature237.89Celsius,BREADBLAST06_Temperature,Temperature,237.89,Celsius,2023-04-30T17:22:50
BREADBLAST06_Temperature238Celsius,BREADBLAST06_Temperature,Temperature,238,Celsius,2023-04-30T17:24:00
BREADBLAST06_Temperature237.9Celsius,BREADBLAST06_Temperature,Temperature,237.9,Celsius,2023-04-30T17:25:40
BREADBLAST06_Temperature237.78Celsius,BREADBLAST06_Temperature,Temperature,237.78,Celsius,2023-04-30T17:31:00
BREADBLAST06_Temperature237.94Celsius,BREADBLAST06_Temperature,Temperature,237.94,Celsius,2023-04-30T17:36:20
BREADBLAST06_Temperature237.99Celsius,BREADBLAST06_Temperature,Temperature,237.99,Celsius,2023-04-30T17:40:20
BREADBLAST06_Temperature237.77Celsius,BREADBLAST06_Temperature,Temperature,237.77,Celsius,2023-04-30T17:50:40
BREADBLAST06_Temperature236.88Celsius,BREADBLAST06_Temperature,Temperature,236.88,Celsius,2023-04-30T18:43:00
