ID,OR,SR,OR-Description,SR-Description,Product,Quantity,quantityUnitOfMeasure,Crew,Shift,PostingDate
2813489,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,243.0400000000,g,A,Shift 2,2023-02-09 04:54:29.197
2813500,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,157.8700000000,g,A,Shift 2,2023-02-09 04:55:07.130
2813531,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,-243.0400000000,g,A,Shift 2,2023-02-09 05:08:29.303
2813542,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,347.2000000000,g,A,Shift 2,2023-02-09 05:08:49.883
2813553,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,243.0400000000,g,A,Shift 2,2023-02-09 05:09:05.603
2813564,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,197.3300000000,g,A,Shift 2,2023-02-09 05:09:44.327
2814160,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,996.9240000000,g,B,Shift 1,2023-02-09 13:37:55.180
2814182,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,-996.9240000000,g,B,Shift 1,2023-02-09 13:39:43.830
2814218,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,475.1700000000,g,B,Shift 1,2023-02-09 14:31:55.700
2814229,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,480.1300000000,g,B,Shift 1,2023-02-09 14:32:21.513
2814240,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,290.0800000000,g,B,Shift 1,2023-02-09 14:33:03.797
2814251,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,296.0000000000,g,B,Shift 1,2023-02-09 14:33:20.890
2814261,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,547.3080000000,g,B,Shift 1,2023-02-09 14:37:45.650
2814271,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,551.3040000000,g,B,Shift 1,2023-02-09 14:37:53.277
2814281,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,382.8240000000,g,B,Shift 1,2023-02-09 14:38:03.980
2814291,0124497001001,0124497001001,BAKING,BAKING,XMPL-BSC00,392.7840000000,g,B,Shift 1,2023-02-09 14:38:12.730
2814301,0124497001001,0124497001001_001,BAKING,BAKING,XMPL-BSC00,460.4760000000,g,B,Shift 1,2023-02-09 14:38:31.763
2814311,0124497001001,0124497001001_001,BAKING,BAKING,XMPL-BSC00,458.5080000000,g,B,Shift 1,2023-02-09 14:38:39.970
2814321,0124497001001,0124497001001_001,BAKING,BAKING,XMPL-BSC00,324.9840000000,g,B,Shift 1,2023-02-09 14:38:46.673
2814331,0124497001001,0124497001001_001,BAKING,BAKING,XMPL-BSC00,327.9240000000,g,B,Shift 1,2023-02-09 14:38:57.363
2814355,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,396.8000000000,g,B,Shift 1,2023-02-09 15:14:22.500
2814366,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,644.8000000000,g,B,Shift 1,2023-02-09 15:14:44.750
2814377,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,394.6700000000,g,B,Shift 1,2023-02-09 15:15:07.250
2814400,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,406.5100000000,g,B,Shift 1,2023-02-09 15:15:31.063
2814775,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,649.7600000000,g,A,Shift 2,2023-02-09 19:41:04.647
2814786,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,644.8000000000,g,A,Shift 2,2023-02-09 19:41:24.380
2814797,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,399.6000000000,g,A,Shift 2,2023-02-09 19:41:40.253
2814808,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,402.5600000000,g,A,Shift 2,2023-02-09 19:41:52.070
2814831,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,970.9980000000,g,A,Shift 2,2023-02-09 19:58:06.713
2814853,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,964.9980000000,g,A,Shift 2,2023-02-09 19:58:26.277
2815172,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,985.0020000000,g,D,Shift 2,2023-02-10 00:58:35.780
2815182,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,990.0000000000,g,D,Shift 2,2023-02-10 00:58:49.160
2815228,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,632.9000000000,g,D,Shift 2,2023-02-10 01:21:06.503
2815239,0124495001001,0124495001001,BAKING,BAKING,GBTR-LG42,621.9800000000,g,D,Shift 2,2023-02-10 01:21:17.160
2815250,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,388.7500000000,g,D,Shift 2,2023-02-10 01:21:33.633
2815261,0124495001001,0124495001001_001,BAKING,BAKING,GBTR-LG42,391.7100000000,g,D,Shift 2,2023-02-10 01:21:43.013
2815414,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,967.9980000000,g,D,Shift 2,2023-02-10 04:48:28.003
2815424,0124534001001,0124534001001,BAKING,BAKING,XMPL-BSC00,969.0000000000,g,D,Shift 2,2023-02-10 04:48:42.493
2815434,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,627.9260000000,g,D,Shift 2,2023-02-10 04:53:57.313
2815444,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,632.8920000000,g,D,Shift 2,2023-02-10 04:54:21.080
2815454,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,384.8000000000,g,D,Shift 2,2023-02-10 04:54:35.617
2815464,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,399.5940000000,g,D,Shift 2,2023-02-10 04:54:43.290
2815581,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,497.0000000000,g,C,Shift 1,2023-02-10 08:28:34.230
2815591,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,491.0000000000,g,C,Shift 1,2023-02-10 08:28:44.420
2815601,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,493.0000000000,g,C,Shift 1,2023-02-10 08:28:51.623
2815611,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,493.0000000000,g,C,Shift 1,2023-02-10 08:29:00.593
2815802,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,667.6280000000,g,C,Shift 1,2023-02-10 13:34:47.167
2815812,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,664.6380000000,g,C,Shift 1,2023-02-10 13:35:38.357
2815822,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,394.6540000000,g,C,Shift 1,2023-02-10 13:36:10.857
2815832,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,389.7400000000,g,C,Shift 1,2023-02-10 13:36:39.923
2815861,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,513.0000000000,g,C,Shift 1,2023-02-10 14:04:11.997
2815871,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,508.0000000000,g,C,Shift 1,2023-02-10 14:04:21.357
2815881,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,515.0000000000,g,C,Shift 1,2023-02-10 14:04:28.450
2815891,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,507.0000000000,g,C,Shift 1,2023-02-10 14:04:41.237
2815974,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,649.7660000000,g,C,Shift 1,2023-02-10 17:00:04.870
2815984,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,642.8240000000,g,C,Shift 1,2023-02-10 17:01:11.570
2815994,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,387.7640000000,g,C,Shift 1,2023-02-10 17:01:32.057
2816004,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,384.8000000000,g,C,Shift 1,2023-02-10 17:01:48.470
2816207,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,504.0000000000,g,D,Shift 2,2023-02-10 20:10:37.940
2816217,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,504.0000000000,g,D,Shift 2,2023-02-10 20:10:45.660
2816227,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,498.0000000000,g,D,Shift 2,2023-02-10 20:10:57.083
2816237,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,498.0000000000,g,D,Shift 2,2023-02-10 20:11:06.007
2816317,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,639.8340000000,g,D,Shift 2,2023-02-10 22:53:28.570
2816327,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,631.9040000000,g,D,Shift 2,2023-02-10 22:53:38.697
2816337,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,390.7280000000,g,D,Shift 2,2023-02-10 22:53:54.823
2816347,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,394.6540000000,g,D,Shift 2,2023-02-10 22:54:04.213
2816370,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,502.0000000000,g,D,Shift 2,2023-02-10 23:04:52.070
2816380,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,495.0000000000,g,D,Shift 2,2023-02-10 23:05:02.963
2816390,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,498.0000000000,g,D,Shift 2,2023-02-10 23:05:14.260
2816400,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,495.0000000000,g,D,Shift 2,2023-02-10 23:05:36.770
2816423,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,609.7520000000,g,D,Shift 2,2023-02-10 23:45:24.690
2816433,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,605.8260000000,g,D,Shift 2,2023-02-10 23:45:31.140
2816436,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,-234.8320000000,g,D,Shift 2,2023-02-10 23:46:39.503
2816439,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,-222.9760000000,g,D,Shift 2,2023-02-10 23:47:08.907
2816449,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,613.0540000000,g,D,Shift 2,2023-02-10 23:47:33.323
2816459,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,609.0760000000,g,D,Shift 2,2023-02-10 23:47:47.433
2816469,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,982.0000000000,g,D,Shift 2,2023-02-11 00:27:38.643
2816479,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,982.0000000000,g,D,Shift 2,2023-02-11 00:27:46.130
2816489,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1033.0000000000,g,D,Shift 2,2023-02-11 00:39:58.427
2816499,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1042.0000000000,g,D,Shift 2,2023-02-11 00:40:15.380
2816595,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,569.0000000000,g,D,Shift 2,2023-02-11 04:02:53.960
2816623,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,569.0000000000,g,D,Shift 2,2023-02-11 04:03:27.087
2816633,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,564.0000000000,g,D,Shift 2,2023-02-11 04:04:05.583
2816643,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,569.0000000000,g,D,Shift 2,2023-02-11 04:04:26.773
2816654,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,620.9840000000,g,D,Shift 2,2023-02-11 04:23:42.110
2816676,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,615.0300000000,g,D,Shift 2,2023-02-11 04:23:51.470
2816686,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,379.8600000000,g,D,Shift 2,2023-02-11 04:24:06.053
2816696,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,383.8120000000,g,D,Shift 2,2023-02-11 04:24:19.537
2816729,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1020.0000000000,g,D,Shift 2,2023-02-11 05:07:46.300
2816739,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1025.0000000000,g,D,Shift 2,2023-02-11 05:07:55.567
2816968,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1030.0000000000,g,C,Shift 1,2023-02-11 09:54:46.590
2816978,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1025.0000000000,g,C,Shift 1,2023-02-11 09:54:55.527
2817001,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,505.0000000000,g,C,Shift 1,2023-02-11 10:39:28.733
2817011,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,505.0000000000,g,C,Shift 1,2023-02-11 10:39:37.603
2817021,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,505.0000000000,g,C,Shift 1,2023-02-11 10:39:44.637
2817031,0124533001001,0124533001001,BAKING,BAKING,XMPL-BSC00,505.0000000000,g,C,Shift 1,2023-02-11 10:39:51.073
2817131,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1030.0000000000,g,C,Shift 1,2023-02-11 11:39:29.677
2817141,0124496001001,0124496001001,BAKING,BAKING,XMPL-FRM100,1020.0000000000,g,C,Shift 1,2023-02-11 11:39:36.647
2817214,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,684.4760000000,g,C,Shift 1,2023-02-11 12:45:42.993
2817224,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,692.4060000000,g,C,Shift 1,2023-02-11 12:46:19.643
2817234,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,404.5340000000,g,C,Shift 1,2023-02-11 12:46:40.987
2817244,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,406.5100000000,g,C,Shift 1,2023-02-11 12:46:59.197
2817369,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,660.0000000000,g,C,Shift 1,2023-02-11 14:04:35.570
2817379,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,672.8600000000,g,C,Shift 1,2023-02-11 14:04:45.307
2817389,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,357.7500000000,g,C,Shift 1,2023-02-11 14:05:23.800
2817399,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,337.9300000000,g,C,Shift 1,2023-02-11 14:05:32.770
2817434,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,658.6840000000,g,C,Shift 1,2023-02-11 14:29:20.640
2817444,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,661.6740000000,g,C,Shift 1,2023-02-11 14:29:46.720
2817454,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,399.5940000000,g,C,Shift 1,2023-02-11 14:30:20.447
2817464,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,398.6060000000,g,C,Shift 1,2023-02-11 14:30:46.247
2817476,0124397001001,0124397001001,BAKING,BAKING,XMPL-BLD45,990.0000000000,g,C,Shift 1,2023-02-11 14:46:19.773
2817487,0124397001001,0124397001001,BAKING,BAKING,XMPL-BLD45,990.0000000000,g,C,Shift 1,2023-02-11 14:46:28.840
2817930,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,630.9160000000,g,D,Shift 2,2023-02-11 19:38:36.847
2817940,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,623.9740000000,g,D,Shift 2,2023-02-11 19:38:59.127
2817950,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,380.8480000000,g,D,Shift 2,2023-02-11 19:39:20.300
2817960,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,388.7520000000,g,D,Shift 2,2023-02-11 19:39:33.867
2818011,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,583.8100000000,g,D,Shift 2,2023-02-11 20:16:04.513
2818021,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,593.7000000000,g,D,Shift 2,2023-02-11 20:16:15.373
2818043,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,311.1700000000,g,D,Shift 2,2023-02-11 20:17:26.583
2818053,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,302.2500000000,g,D,Shift 2,2023-02-11 20:17:34.037
2818076,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,662.9700000000,g,D,Shift 2,2023-02-11 20:40:27.347
2818086,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,682.7600000000,g,D,Shift 2,2023-02-11 20:40:36.457
2818096,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,349.8200000000,g,D,Shift 2,2023-02-11 20:40:52.743
2818106,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,341.8900000000,g,D,Shift 2,2023-02-11 20:40:59.590
2818180,0124397001001,0124397001001,BAKING,BAKING,XMPL-BLD45,730.0000000000,g,D,Shift 2,2023-02-11 21:26:59.540
2818191,0124397001001,0124397001001,BAKING,BAKING,XMPL-BLD45,730.0000000000,g,D,Shift 2,2023-02-11 21:27:11.600
2818275,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,999.9900000000,g,D,Shift 2,2023-02-11 23:25:21.767
2818285,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,999.9900000000,g,D,Shift 2,2023-02-11 23:25:27.843
2818367,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,653.0700000000,g,D,Shift 2,2023-02-12 00:01:27.130
2818377,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,660.0000000000,g,D,Shift 2,2023-02-12 00:01:37.680
2818387,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,351.8000000000,g,D,Shift 2,2023-02-12 00:01:51.213
2818397,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,336.9400000000,g,D,Shift 2,2023-02-12 00:02:06.450
2818483,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,620.9840000000,g,D,Shift 2,2023-02-12 01:44:29.607
2818493,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,615.0300000000,g,D,Shift 2,2023-02-12 01:44:36.890
2818503,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,374.9460000000,g,D,Shift 2,2023-02-12 01:45:00.123
2818513,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,381.8360000000,g,D,Shift 2,2023-02-12 01:45:10.810
2818654,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1029.9900000000,g,D,Shift 2,2023-02-12 03:06:51.697
2818664,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1010.0100000000,g,D,Shift 2,2023-02-12 03:06:57.433
2818781,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,692.6500000000,g,D,Shift 2,2023-02-12 04:21:24.700
2818791,0124555001001,0124555001001,BAKING,BAKING,XMPL-FRM100,697.6000000000,g,D,Shift 2,2023-02-12 04:21:36.377
2818801,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,366.6700000000,g,D,Shift 2,2023-02-12 04:21:49.877
2818811,0124555001001,0124555001001_001,BAKING,BAKING,XMPL-FRM100,351.8000000000,g,D,Shift 2,2023-02-12 04:21:54.800
2818835,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,496.0020000000,g,D,Shift 2,2023-02-12 04:34:53.543
2818845,0124450001001,0124450001001,BAKING,BAKING,XMPL-BSC00,496.0020000000,g,D,Shift 2,2023-02-12 04:35:22.013
2818855,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,296.0100000000,g,D,Shift 2,2023-02-12 04:35:54.573
2818865,0124450001001,0124450001001_001,BAKING,BAKING,XMPL-BSC00,296.0100000000,g,D,Shift 2,2023-02-12 04:36:06.220
2819099,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1032.9900000000,g,C,Shift 1,2023-02-12 07:51:41.943
2819109,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1035.0000000000,g,C,Shift 1,2023-02-12 07:51:54.463
2819292,0124045001001,0124045001001,BAKING,BAKING,XMPL-BLDSTT,1355.8695520000,g,C,Shift 1,2023-02-12 10:34:52.757
2819304,0124045001001,0124045001001,BAKING,BAKING,XMPL-BLDSTT,1355.8695520000,g,C,Shift 1,2023-02-12 10:35:27.280
2819316,0124045001001,0124045001001,BAKING,BAKING,XMPL-BLDSTT,1355.8695520000,g,C,Shift 1,2023-02-12 10:35:33.560
2819446,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1002.0000000000,g,C,Shift 1,2023-02-12 12:20:54.843
2819456,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,999.9900000000,g,C,Shift 1,2023-02-12 12:21:04.127
2819507,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1374.0000000000,g,C,Shift 1,2023-02-12 14:54:47.003
2819517,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1377.9900000000,g,C,Shift 1,2023-02-12 14:54:56.770
2819716,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1018.0722890000,g,C,Shift 1,2023-02-12 16:28:26.477
2819724,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1018.0722890000,g,C,Shift 1,2023-02-12 16:28:36.400
2819733,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,950.0100000000,g,C,Shift 1,2023-02-12 16:37:25.333
2819743,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,936.0000000000,g,C,Shift 1,2023-02-12 16:37:35.410
2819975,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,807.2289160000,g,D,Shift 2,2023-02-12 19:25:46.530
2819995,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,930.1204820000,g,D,Shift 2,2023-02-12 19:26:04.560
2820084,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1377.0000000000,g,D,Shift 2,2023-02-12 21:17:11.637
2820094,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1380.9900000000,g,D,Shift 2,2023-02-12 21:17:36.620
2820137,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1019.2771080000,g,D,Shift 2,2023-02-12 23:11:17.173
2820145,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1033.7349400000,g,D,Shift 2,2023-02-12 23:11:25.377
2820154,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,990.0000000000,g,D,Shift 2,2023-02-12 23:12:41.353
2820176,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,999.9900000000,g,D,Shift 2,2023-02-12 23:12:50.073
2820265,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1018.0722890000,g,A,Shift 2,2023-02-13 00:50:46.460
2820273,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1027.7108430000,g,A,Shift 2,2023-02-13 00:50:53.583
2820464,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,990.0000000000,g,A,Shift 2,2023-02-13 03:24:17.393
2820474,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1010.0100000000,g,A,Shift 2,2023-02-13 03:24:26.987
2820618,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1332.9900000000,g,A,Shift 2,2023-02-13 04:45:46.900
2820628,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1340.0100000000,g,A,Shift 2,2023-02-13 04:45:54.667
2820637,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1162.6506020000,g,A,Shift 2,2023-02-13 04:58:51.533
2820645,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1168.6746990000,g,A,Shift 2,2023-02-13 04:58:58.193
2821306,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,990.0000000000,g,B,Shift 1,2023-02-13 10:58:47.290
2821316,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1020.9900000000,g,B,Shift 1,2023-02-13 10:59:01.883
2821325,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1061.4457830000,g,B,Shift 1,2023-02-13 11:07:31.717
2821340,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1061.4457830000,g,B,Shift 1,2023-02-13 11:08:05.733
2821390,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,900.9900000000,g,B,Shift 1,2023-02-13 11:48:59.983
2821400,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,885.0000000000,g,B,Shift 1,2023-02-13 11:49:29.720
2821409,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1002.4096390000,g,B,Shift 1,2023-02-13 12:01:17.733
2821417,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1024.0963860000,g,B,Shift 1,2023-02-13 12:01:32.500
2821515,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,995.0100000000,g,B,Shift 1,2023-02-13 13:46:50.597
2821525,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1001.0100000000,g,B,Shift 1,2023-02-13 13:47:07.770
2821638,0124590001001,0124590001001,BAKING,BAKING,XMPL-BSC00,831.0000000000,g,B,Shift 1,2023-02-13 15:12:10.807
2821648,0124590001001,0124590001001,BAKING,BAKING,XMPL-BSC00,843.0000000000,g,B,Shift 1,2023-02-13 15:12:33.683
2821665,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1033.7349400000,g,B,Shift 1,2023-02-13 15:43:47.363
2821673,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1024.0963860000,g,B,Shift 1,2023-02-13 15:43:59.430
2821776,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1041.9900000000,g,B,Shift 1,2023-02-13 16:55:14.973
2821786,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,975.0000000000,g,B,Shift 1,2023-02-13 16:55:23.037
2821997,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1036.1445780000,g,A,Shift 2,2023-02-13 19:26:26.793
2822005,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1036.1445780000,g,A,Shift 2,2023-02-13 19:26:40.233
2822041,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,450.0000000000,g,A,Shift 2,2023-02-13 19:48:21.803
2822213,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,874.6987950000,g,A,Shift 2,2023-02-13 22:05:22.000
2822221,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,879.5180720000,g,A,Shift 2,2023-02-13 22:05:36.110
2822255,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1365.0000000000,g,A,Shift 2,2023-02-13 22:25:51.603
2822265,0124559001001,0124559001001,BAKING,BAKING,XMPL-BSC00,1380.0000000000,g,A,Shift 2,2023-02-13 22:26:12.770
2822287,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,1005.0000000000,g,A,Shift 2,2023-02-13 22:52:55.000
2822297,0124500001001,0124500001001,BAKING,BAKING,GBTR-LG35,545.0100000000,g,A,Shift 2,2023-02-13 22:53:13.050
2822486,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,968.6746990000,g,A,Shift 2,2023-02-14 02:00:58.833
2822494,0124448001001,0124448001001,BAKING,BAKING,XMPL-FRM150TT,1000.0000000000,g,A,Shift 2,2023-02-14 02:01:15.240
