ID,OR,SR,OR-Description,SR-Description,Description,StartTime,EndTime,Category,Crew,Shift,WorkCenter,DowntimeDuration
152219,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 18:34:30.000,2023-04-24 18:53:28.000,Production Interruption,B,Shift 1,BREADBLAST06,19
152221,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 19:16:20.000,2023-04-24 19:18:40.000,Production Interruption,B,Shift 1,BREADBLAST06,2
152223,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 19:45:05.000,2023-04-24 19:57:43.000,Production Interruption,B,Shift 1,BREADBLAST06,12
152224,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 17:59:39.000,2023-04-24 18:09:27.000,Production Interruption,B,Shift 1,BREADBLAST06,10
152227,,,,,Non-Operational Time,2023-04-24 20:10:35.000,2023-04-24 20:32:16.000,Standby Period,B,Shift 1,BREADBLAST06,22
152222,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 19:22:07.000,2023-04-24 19:24:29.000,Production Interruption,B,Shift 1,BREADBLAST06,2
152233,,,,,Product/Size/Shape,2023-04-24 21:28:58.000,2023-04-24 21:53:47.000,Recipe Transition,B,Shift 1,BREADBLAST06,25
152237,,,,,Product/Size/Shape,2023-04-24 22:16:22.000,2023-04-24 22:21:03.000,Recipe Transition,B,Shift 1,BREADBLAST06,5
152228,0125350001001,0125350001001,BAKING,BAKING,Staff Mistake,2023-04-24 20:32:20.000,2023-04-24 20:51:09.000,Production Interruption,B,Shift 1,BREADBLAST06,19
152236,,,,,Product/Size/Shape,2023-04-24 21:53:52.000,2023-04-24 22:16:17.000,Recipe Transition,B,Shift 1,BREADBLAST06,23
152242,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 22:51:31.000,2023-04-24 23:08:58.000,Production Interruption,B,Shift 1,BREADBLAST06,17
152268,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-25 01:15:56.000,2023-04-25 01:38:03.000,Production Interruption,A,Shift 2,BREADBLAST06,23
152269,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-25 01:38:08.000,2023-04-25 01:40:17.000,Production Interruption,A,Shift 2,BREADBLAST06,2
152271,0125350001001,0125350001001,BAKING,BAKING,Air Pocket Defect,2023-04-25 01:42:37.000,2023-04-25 02:14:45.000,Production Interruption,A,Shift 2,BREADBLAST06,32
152275,0125371001001,0125371001001,BAKING,BAKING,Production Planning,2023-04-25 00:00:00.000,2023-04-25 12:00:00.000,On Hold,A,Shift 2,BREADBLAST04,720
152305,0125564001001,0125564001001,BAKING,BAKING,Air Pocket Defect,2023-04-25 01:40:00.000,2023-04-25 01:55:00.000,Production Interruption,A,Shift 2,BREADBLAST07,15
152306,0125564001001,0125564001001,BAKING,BAKING,Air Pocket Defect,2023-04-25 06:40:00.000,2023-04-25 06:55:00.000,Production Interruption,A,Shift 2,BREADBLAST07,15
152282,0125667001001,0125667001001,BAKING,BAKING,Oven Ventilation Check,2023-04-25 03:04:24.000,2023-04-25 03:27:59.000,Production Interruption,A,Shift 2,BREADBLAST05,23
152283,0125667001001,0125667001001,BAKING,BAKING,Oven Ventilation Check,2023-04-25 03:28:04.000,2023-04-25 03:41:42.000,Production Interruption,A,Shift 2,BREADBLAST05,13
152284,0125667001001,0125667001001,BAKING,BAKING,Oven Ventilation Check,2023-04-25 03:46:26.000,2023-04-25 03:50:35.000,Production Interruption,A,Shift 2,BREADBLAST05,4
155212,0125858001001,0125858001001,BAKING,BAKING,Air Pocket Defect,2023-05-14 08:34:00.000,2023-05-14 08:50:00.000,Production Interruption,A,Shift 2,BREADBLAST07,16
155234,0125944001001,0125944001001,BAKING,BAKING,Proofer Beam,2023-05-14 12:00:00.000,2023-05-15 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST06,0
155235,0125944001001,0125944001001,BAKING,BAKING,Proofer Beam,2023-05-14 12:00:00.000,2023-05-15 00:00:00.000,Machine Malfunction,B,Shift 1,BREADBLAST06,720
155236,0125944001001,0125944001001,BAKING,BAKING,Proofer Beam,2023-05-14 12:00:00.000,2023-05-15 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST06,-1
155257,0125544001001,0125544001001,BAKING,BAKING,Air Pocket Defect,2023-05-14 16:56:42.000,2023-05-14 17:27:52.000,Production Interruption,B,Shift 1,BREADBLAST04,31
155293,0125944001001,0125944001001,BAKING,BAKING,Proofer Beam,2023-05-15 00:00:00.000,2023-05-15 12:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST06,720
155301,0125954001001,0125954001001,BAKING,BAKING,Air Pocket Defect,2023-05-15 01:49:23.000,2023-05-15 01:55:35.000,Production Interruption,A,Shift 2,BREADBLAST05,6
155271,,,,,Driven Dough Roller,2023-05-14 20:22:16.000,2023-05-14 20:28:42.000,Machine Malfunction,B,Shift 1,BREADBLAST04,6
155299,0125954001001,0125954001001,BAKING,BAKING,Oven Ventilation Check,2023-05-15 01:33:00.000,2023-05-15 01:47:50.000,Production Interruption,A,Shift 2,BREADBLAST05,14
155321,,,,,Driven Dough Roller,2023-05-15 05:29:44.000,2023-05-15 05:31:59.000,Machine Malfunction,A,Shift 2,BREADBLAST04,2
155341,0125943001001,0125943001001,BAKING,BAKING,Air Pocket Defect,2023-05-15 08:17:49.000,2023-05-15 08:26:40.000,Production Interruption,D,Shift 2,BREADBLAST04,9
155393,0125943001001,0125943001001,BAKING,BAKING,Oven Ventilation Check,2023-05-15 19:32:58.000,2023-05-15 19:54:05.000,Production Interruption,C,Shift 1,BREADBLAST04,22
149859,0125459001001,0125459001001,BAKING,BAKING,Shift Start,2023-04-13 13:52:01.000,2023-04-14 19:11:44.000,Ready / Close Operations,C,Shift 1,BREADBLAST05,608
149860,0125459001001,0125459001001,BAKING,BAKING,Shift Start,2023-04-13 13:52:01.000,2023-04-14 19:11:44.000,Ready / Close Operations,D,Shift 2,BREADBLAST05,720
149861,0125459001001,0125459001001,BAKING,BAKING,Shift Start,2023-04-13 13:52:01.000,2023-04-14 19:11:44.000,Ready / Close Operations,B,Shift 1,BREADBLAST05,430
149918,0125460001001,0125460001001,BAKING,BAKING,Air Pocket Defect,2023-04-15 03:20:00.000,2023-04-15 03:55:00.000,Production Interruption,A,Shift 2,BREADBLAST07,35
149953,0125460001001,0125460001001,BAKING,BAKING,Air Pocket Defect,2023-04-15 07:54:00.000,2023-04-15 08:09:00.000,Production Interruption,A,Shift 2,BREADBLAST07,15
147599,0125200001001,0125200001001,BAKING,BAKING,Air Pocket Defect,2023-03-25 18:26:07.000,2023-03-25 18:48:18.000,Production Interruption,C,Shift 1,BREADBLAST05,22
147605,0125200001001,0125200001001,BAKING,BAKING,Emergency Stop,2023-03-25 19:35:12.000,2023-03-25 19:41:18.000,Production Interruption,C,Shift 1,BREADBLAST05,6
147609,,,,,Control System Fault,2023-03-25 20:04:21.000,2023-03-25 23:03:27.000,Machine Malfunction,C,Shift 1,BREADBLAST05,179
147610,,,,,Control System Fault,2023-03-25 23:03:32.000,2023-03-25 23:23:46.000,Machine Malfunction,C,Shift 1,BREADBLAST05,20
147656,0125198001001,0125198001001,BAKING,BAKING,Air Pocket Defect,2023-03-27 15:37:48.000,2023-03-27 15:58:29.000,Production Interruption,B,Shift 1,BREADBLAST05,21
147640,0125198001001,0125198001001,BAKING,BAKING,Air Pocket Defect,2023-03-26 21:24:23.000,2023-03-26 21:45:46.000,Production Interruption,C,Shift 1,BREADBLAST05,21
147651,0125197001001,0125197001001,BAKING,BAKING,Air Pocket Defect,2023-03-27 09:00:00.000,2023-03-27 12:00:00.000,Production Interruption,A,Shift 2,BREADBLAST07,180
147654,0125198001001,0125198001001,BAKING,BAKING,Air Pocket Defect,2023-03-27 15:17:05.000,2023-03-27 15:37:43.000,Production Interruption,B,Shift 1,BREADBLAST05,20
147657,0125198001001,0125198001001,BAKING,BAKING,Rest Periods,2023-03-27 15:58:34.000,2023-03-27 15:59:38.000,Production Interruption,B,Shift 1,BREADBLAST05,1
147720,0125199001001,0125199001001,BAKING,BAKING,Oven Ventilation Check,2023-03-28 04:58:13.000,2023-03-28 05:17:27.000,Production Interruption,A,Shift 2,BREADBLAST05,19
162020,0126544001001,0126544001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 13:35:14.000,2023-06-18 13:39:35.000,Production Interruption,C,Shift 1,BREADBLAST07,4
162026,0126541001001,0126541001001,BAKING,BAKING,Air Pocket Defect,2023-06-18 14:02:22.000,2023-06-18 14:23:01.000,Production Interruption,C,Shift 1,BREADBLAST05,21
162043,0126544001001,0126544001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 18:41:59.000,2023-06-18 18:45:17.000,Production Interruption,C,Shift 1,BREADBLAST07,4
162023,0126541001001,0126541001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 13:38:51.000,2023-06-18 13:58:04.000,Production Interruption,C,Shift 1,BREADBLAST05,20
162028,0126544001001,0126544001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 14:29:05.000,2023-06-18 14:44:28.000,Production Interruption,C,Shift 1,BREADBLAST07,15
162059,0126669001001,0126669001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 22:23:45.000,2023-06-18 22:35:40.000,Production Interruption,C,Shift 1,BREADBLAST06,12
162063,0126546001001,0126546001001,BAKING,BAKING,Oven Ventilation Check,2023-06-18 23:20:06.000,2023-06-18 23:23:20.000,Production Interruption,C,Shift 1,BREADBLAST07,3
162090,0126541001001,0126541001001,BAKING,BAKING,Air Pocket Defect,2023-06-19 03:50:14.000,2023-06-19 04:11:24.000,Production Interruption,D,Shift 2,BREADBLAST05,21
162091,0126546001001,0126546001001,BAKING,BAKING,Oven Ventilation Check,2023-06-19 04:14:55.000,2023-06-19 04:17:48.000,Production Interruption,D,Shift 2,BREADBLAST07,3
162097,0126400001001,0126400001001,BAKING,BAKING,Air Pocket Defect,2023-06-19 05:16:13.000,2023-06-19 05:20:10.000,Production Interruption,D,Shift 2,BREADBLAST04,4
162099,0126400001001,0126400001001,BAKING,BAKING,Air Pocket Defect,2023-06-19 05:21:30.000,2023-06-19 05:25:39.000,Production Interruption,D,Shift 2,BREADBLAST04,4
162109,0126670001001,0126670001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-06-19 06:26:18.000,2023-06-19 08:56:58.000,Machine Malfunction,A,Shift 2,BREADBLAST06,150
142059,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-01-29 13:14:38.000,2023-02-16 14:54:29.000,On Hold,C,Shift 1,BREADBLAST04,113
142060,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 14:54:29.000,2023-02-16 15:15:51.000,On Hold,C,Shift 1,BREADBLAST04,21
142061,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 15:15:56.000,2023-02-16 15:16:30.000,On Hold,C,Shift 1,BREADBLAST04,1
142062,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 15:21:04.000,2023-02-16 15:42:57.000,On Hold,C,Shift 1,BREADBLAST04,21
142063,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 18:38:11.000,2023-02-16 18:59:18.000,On Hold,C,Shift 1,BREADBLAST04,21
142070,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 23:09:11.000,2023-02-16 23:32:55.000,On Hold,C,Shift 1,BREADBLAST04,23
142071,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 23:33:00.000,2023-02-16 23:40:10.000,On Hold,C,Shift 1,BREADBLAST04,7
142072,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-18 04:07:24.000,2023-02-18 04:28:59.000,On Hold,A,Shift 2,BREADBLAST04,21
142073,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-18 04:29:04.000,2023-02-18 04:49:42.000,On Hold,A,Shift 2,BREADBLAST04,20
142074,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-18 04:49:47.000,2023-02-18 05:02:11.000,On Hold,A,Shift 2,BREADBLAST04,13
142075,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-18 07:14:02.000,2023-02-18 07:18:47.000,On Hold,A,Shift 2,BREADBLAST04,4
142076,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-18 07:22:21.000,2023-02-18 07:24:50.000,On Hold,A,Shift 2,BREADBLAST04,2
142064,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 18:59:23.000,2023-02-16 19:20:06.000,On Hold,C,Shift 1,BREADBLAST04,21
142065,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 19:20:11.000,2023-02-16 19:33:31.000,On Hold,C,Shift 1,BREADBLAST04,13
142066,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 19:45:05.000,2023-02-16 20:06:20.000,On Hold,C,Shift 1,BREADBLAST04,21
142067,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 20:06:25.000,2023-02-16 20:27:25.000,On Hold,C,Shift 1,BREADBLAST04,21
142068,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 20:27:30.000,2023-02-16 20:57:39.000,On Hold,C,Shift 1,BREADBLAST04,30
142069,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-16 21:10:00.000,2023-02-16 21:25:47.000,On Hold,C,Shift 1,BREADBLAST04,15
142084,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-19 07:31:16.000,2023-02-19 07:53:17.000,On Hold,A,Shift 2,BREADBLAST04,22
142085,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-19 07:53:22.000,2023-02-19 08:14:11.000,On Hold,A,Shift 2,BREADBLAST04,21
142086,0124603001001,0124603001001,BAKING,BAKING,Production Planning,2023-02-19 08:14:16.000,2023-02-19 08:29:22.000,On Hold,A,Shift 2,BREADBLAST04,15
142158,0124707001001,0124707001001,BAKING,BAKING,Air Pocket Defect,2023-02-20 01:47:00.000,2023-02-20 02:13:00.000,Production Interruption,A,Shift 2,BREADBLAST07,26
161656,0126545001001,0126545001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 14:56:34.000,2023-06-15 15:02:01.000,Production Interruption,B,Shift 1,BREADBLAST07,6
161624,0126444001001,0126444001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 10:04:06.000,2023-06-15 10:12:45.000,Production Interruption,A,Shift 2,BREADBLAST07,8
161668,0126275001001,0126275001001,BAKING,BAKING,Oven Ventilation Check,2023-06-15 16:11:46.000,2023-06-15 16:32:41.000,Production Interruption,B,Shift 1,BREADBLAST05,21
161701,,,,,Air Pocket Defect,2023-06-15 23:30:01.000,2023-06-15 23:46:06.000,Production Interruption,B,Shift 1,BREADBLAST07,16
161650,0126202001001,0126202001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 13:44:21.000,2023-06-15 13:46:31.000,Production Interruption,B,Shift 1,BREADBLAST04,2
161652,0126202001001,0126202001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 14:18:53.000,2023-06-15 14:36:18.000,Production Interruption,B,Shift 1,BREADBLAST04,18
161640,0126444001001,0126444001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 12:03:44.000,2023-06-15 12:21:19.000,Production Interruption,B,Shift 1,BREADBLAST07,18
161647,,,,,Product/Size/Shape,2023-06-15 13:02:55.000,2023-06-15 13:19:35.000,Recipe Transition,B,Shift 1,BREADBLAST06,17
161685,0126545001001,0126545001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 19:39:40.000,2023-06-15 19:45:55.000,Production Interruption,B,Shift 1,BREADBLAST07,6
161663,0126202001001,0126202001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 15:23:53.000,2023-06-15 15:44:48.000,Production Interruption,B,Shift 1,BREADBLAST04,21
161660,0126202001001,0126202001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 14:56:16.000,2023-06-15 15:23:48.000,Production Interruption,B,Shift 1,BREADBLAST04,27
161664,0126202001001,0126202001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 15:44:53.000,2023-06-15 15:46:56.000,Production Interruption,B,Shift 1,BREADBLAST04,2
161672,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-15 16:39:17.000,2023-06-15 17:03:19.000,Production Interruption,B,Shift 1,BREADBLAST05,24
168788,0127469001001,0127469001001,BAKING,BAKING,Oven Ventilation Check,2023-07-30 22:16:20.000,2023-07-30 22:18:22.000,Production Interruption,C,Shift 1,BREADBLAST07,2
168789,0127469001001,0127469001001,BAKING,BAKING,Oven Ventilation Check,2023-07-30 22:19:12.000,2023-07-30 22:24:39.000,Production Interruption,C,Shift 1,BREADBLAST07,5
168792,0127469001001,0127469001001,BAKING,BAKING,Oven Ventilation Check,2023-07-30 22:41:47.000,2023-07-30 22:44:19.000,Production Interruption,C,Shift 1,BREADBLAST07,3
168814,0127469001001,0127469001001,BAKING,BAKING,Oven Ventilation Check,2023-07-31 04:20:06.000,2023-07-31 04:25:32.000,Production Interruption,D,Shift 2,BREADBLAST07,5
168819,0127308001001,0127308001001,BAKING,BAKING,Air Pocket Defect,2023-07-31 05:04:50.000,2023-07-31 05:32:26.000,Production Interruption,D,Shift 2,BREADBLAST05,28
169005,0127349001001,0127349001001,BAKING,BAKING,Air Pocket Defect,2023-08-03 15:53:57.000,2023-08-03 16:11:29.000,Production Interruption,C,Shift 1,BREADBLAST05,18
168826,0127469001001,0127469001001,BAKING,BAKING,Oven Ventilation Check,2023-07-31 08:08:50.000,2023-07-31 08:11:11.000,Production Interruption,A,Shift 2,BREADBLAST07,3
168834,0127469001001,0127469001001,BAKING,BAKING,Shift End Cleaning,2023-07-31 08:55:00.000,2023-07-31 12:00:00.000,Ready / Close Operations,A,Shift 2,BREADBLAST07,185
168837,0127308001001,0127308001001,BAKING,BAKING,Shift End Cleaning,2023-07-31 07:40:00.000,2023-07-31 12:00:00.000,Ready / Close Operations,A,Shift 2,BREADBLAST05,260
169006,0127349001001,0127349001001,BAKING,BAKING,Air Pocket Defect,2023-08-03 16:14:03.000,2023-08-03 16:16:20.000,Production Interruption,C,Shift 1,BREADBLAST05,2
169027,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,A,Shift 2,BREADBLAST04,162
169028,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,B,Shift 1,BREADBLAST04,720
169029,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,A,Shift 2,BREADBLAST04,720
169030,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,B,Shift 1,BREADBLAST04,720
169031,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,A,Shift 2,BREADBLAST04,720
169032,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,C,Shift 1,BREADBLAST04,720
169033,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,D,Shift 2,BREADBLAST04,720
169034,,,,,Non-Operational Time,2023-07-31 09:18:42.000,2023-08-03 20:18:04.000,Standby Period,C,Shift 1,BREADBLAST04,497
169035,,,,,Non-Operational Time,2023-08-03 20:28:12.000,2023-08-03 20:44:49.000,Standby Period,C,Shift 1,BREADBLAST04,16
164460,0126807001001,0126807001001,BAKING,BAKING,Air Pocket Defect,2023-07-06 14:49:09.000,2023-07-06 15:14:28.000,Production Interruption,C,Shift 1,BREADBLAST05,25
164436,0126807001001,0126807001001,BAKING,BAKING,Oven Ventilation Check,2023-07-06 10:58:44.000,2023-07-06 11:13:52.000,Production Interruption,D,Shift 2,BREADBLAST05,15
164437,0126807001001,0126807001001,BAKING,BAKING,Oven Ventilation Check,2023-07-06 11:35:44.000,2023-07-06 11:40:24.000,Production Interruption,D,Shift 2,BREADBLAST05,5
164454,0126958001001,0126958001001,BAKING,BAKING,Oven Ventilation Check,2023-07-06 13:46:37.000,2023-07-06 14:00:01.000,Production Interruption,C,Shift 1,BREADBLAST06,14
164463,0126807001001,0126807001001,BAKING,BAKING,Air Pocket Defect,2023-07-06 15:14:32.000,2023-07-06 15:35:30.000,Production Interruption,C,Shift 1,BREADBLAST05,21
164466,0126807001001,0126807001001,BAKING,BAKING,Air Pocket Defect,2023-07-06 15:35:35.000,2023-07-06 15:43:55.000,Production Interruption,C,Shift 1,BREADBLAST05,8
164531,0126994001001,0126994001001,BAKING,BAKING,Oven Ventilation Check,2023-07-07 06:52:47.000,2023-07-07 07:03:07.000,Production Interruption,A,Shift 2,BREADBLAST06,11
161238,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-13 00:00:51.000,2023-06-13 00:24:20.000,Production Interruption,D,Shift 2,BREADBLAST05,24
161162,0126275001001,0126275001001,BAKING,BAKING,Shift Start,2023-06-11 21:23:25.000,2023-06-12 13:03:08.000,Ready / Close Operations,B,Shift 1,BREADBLAST05,157
161163,0126275001001,0126275001001,BAKING,BAKING,Shift Start,2023-06-11 21:23:25.000,2023-06-12 13:03:08.000,Ready / Close Operations,A,Shift 2,BREADBLAST05,720
161164,0126275001001,0126275001001,BAKING,BAKING,Shift Start,2023-06-11 21:23:25.000,2023-06-12 13:03:08.000,Ready / Close Operations,C,Shift 1,BREADBLAST05,62
161207,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 18:47:41.000,2023-06-12 19:07:55.000,Production Interruption,C,Shift 1,BREADBLAST05,20
161208,0126285001001,0126285001001,BAKING,BAKING,Oven Ventilation Check,2023-06-12 19:04:14.000,2023-06-12 19:08:10.000,Production Interruption,C,Shift 1,BREADBLAST07,4
161189,0126275001001,0126275001001,BAKING,BAKING,Guide Rollers,2023-06-12 14:56:46.000,2023-06-12 16:30:33.000,Machine Malfunction,C,Shift 1,BREADBLAST05,94
161204,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 18:23:15.000,2023-06-12 18:47:37.000,Production Interruption,C,Shift 1,BREADBLAST05,24
161228,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 22:38:57.000,2023-06-12 22:50:50.000,Production Interruption,C,Shift 1,BREADBLAST05,12
161229,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 23:40:46.000,2023-06-12 23:56:31.000,Production Interruption,C,Shift 1,BREADBLAST05,16
161167,0126275001001,0126275001001,BAKING,BAKING,Shift Start,2023-06-12 13:25:27.000,2023-06-12 13:35:52.000,Ready / Close Operations,C,Shift 1,BREADBLAST05,10
161243,0126547001001,0126547001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 00:29:33.000,2023-06-13 00:48:06.000,Production Interruption,D,Shift 2,BREADBLAST06,19
161244,0126280001001,0126280001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 00:48:12.000,2023-06-13 00:53:57.000,Production Interruption,D,Shift 2,BREADBLAST07,5
161246,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-13 00:36:03.000,2023-06-13 01:04:19.000,Production Interruption,D,Shift 2,BREADBLAST05,28
161171,0126275001001,0126275001001,BAKING,BAKING,Shift Start,2023-06-12 13:38:36.000,2023-06-12 14:02:41.000,Ready / Close Operations,C,Shift 1,BREADBLAST05,24
161176,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 14:07:16.000,2023-06-12 14:32:42.000,Production Interruption,C,Shift 1,BREADBLAST05,25
161193,0126275001001,0126275001001,BAKING,BAKING,Equipment Servicing,2023-06-12 16:51:18.000,2023-06-12 16:53:09.000,Scheduled Service,C,Shift 1,BREADBLAST05,2
161211,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 19:08:00.000,2023-06-12 19:28:30.000,Production Interruption,C,Shift 1,BREADBLAST05,20
161214,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 20:10:18.000,2023-06-12 20:35:08.000,Production Interruption,C,Shift 1,BREADBLAST05,25
161215,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 20:35:13.000,2023-06-12 20:39:01.000,Production Interruption,C,Shift 1,BREADBLAST05,4
161247,0126547001001,0126547001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 01:04:58.000,2023-06-13 01:07:34.000,Production Interruption,D,Shift 2,BREADBLAST06,3
161249,0126547001001,0126547001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 01:10:24.000,2023-06-13 01:13:02.000,Production Interruption,D,Shift 2,BREADBLAST06,3
161252,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-13 01:40:03.000,2023-06-13 01:56:15.000,Production Interruption,D,Shift 2,BREADBLAST05,16
161264,0126280001001,0126280001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 04:00:16.000,2023-06-13 04:17:08.000,Production Interruption,D,Shift 2,BREADBLAST07,17
161223,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-12 22:00:41.000,2023-06-12 22:23:30.000,Production Interruption,C,Shift 1,BREADBLAST05,23
161256,0126275001001,0126275001001,BAKING,BAKING,Air Pocket Defect,2023-06-13 02:33:27.000,2023-06-13 02:57:17.000,Production Interruption,D,Shift 2,BREADBLAST05,24
161267,0126203001001,0126203001001,BAKING,BAKING,Oven Ventilation Check,2023-06-13 04:26:37.000,2023-06-13 04:49:03.000,Production Interruption,D,Shift 2,BREADBLAST04,23
152120,0125579001001,0125579001001,BAKING,BAKING,Oven Ventilation Check,2023-04-23 20:13:18.000,2023-04-23 20:27:58.000,Production Interruption,C,Shift 1,BREADBLAST05,14
152182,0125548001001,0125548001001,BAKING,BAKING,Air Pocket Defect,2023-04-24 10:00:00.000,2023-04-24 11:00:00.000,Production Interruption,A,Shift 2,BREADBLAST07,60
152205,0125350001001,0125350001001,BAKING,BAKING,Unexpected Sanitation,2023-04-24 16:14:31.000,2023-04-24 16:35:13.000,Production Interruption,B,Shift 1,BREADBLAST06,21
152206,0125350001001,0125350001001,BAKING,BAKING,Unexpected Sanitation,2023-04-24 16:35:18.000,2023-04-24 16:35:42.000,Production Interruption,B,Shift 1,BREADBLAST06,0
152201,0125350001001,0125350001001,BAKING,BAKING,Shift Start,2023-04-23 20:17:08.000,2023-04-24 16:14:26.000,Ready / Close Operations,C,Shift 1,BREADBLAST06,223
152202,0125350001001,0125350001001,BAKING,BAKING,Shift Start,2023-04-23 20:17:08.000,2023-04-24 16:14:26.000,Ready / Close Operations,D,Shift 2,BREADBLAST06,720
152203,0125350001001,0125350001001,BAKING,BAKING,Shift Start,2023-04-23 20:17:08.000,2023-04-24 16:14:26.000,Ready / Close Operations,B,Shift 1,BREADBLAST06,253
149348,,,,,Burnt Dough Ends,2023-04-10 15:33:15.000,2023-04-10 15:47:40.000,Production Interruption,B,Shift 1,BREADBLAST04,14
149351,0125459001001,0125459001001,BAKING,BAKING,Air Pocket Defect,2023-04-10 17:32:41.000,2023-04-10 17:49:53.000,Production Interruption,B,Shift 1,BREADBLAST05,17
149309,0125347001001,0125347001001,BAKING,BAKING,Oven Ventilation Check,2023-04-08 13:32:33.000,2023-04-08 13:55:25.000,Production Interruption,C,Shift 1,BREADBLAST05,23
149316,0125301001001,0125301001001,BAKING,BAKING,Dough Extruders,2023-04-09 04:26:52.000,2023-04-09 04:28:55.000,Machine Malfunction,D,Shift 2,BREADBLAST04,2
