ID,OR,SR,OR-Description,SR-Description,Product,WorkCenter,Facility,StorageLocation,Quantity,quantityUnitOfMeasure,Lot,PostingDate,Crew,Shift
469809,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,661,g,HYDK3040413,04-04-2023 12:34:42,C,Shift 1
469810,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,344,g,HYDK3040414,04-04-2023 12:35:15,C,Shift 1
469811,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,344,g,HYDK3040415,04-04-2023 12:35:24,C,Shift 1
469869,0125266001001,0125266001001,BAKING,BAKING,PITXMPL640G46,BREADBLAST07,HYD,STG07,631,g,HYDQ3040416,04-04-2023 19:57:40,D,Shift 2
469870,0125266001001,0125266001001,BAKING,BAKING,PITXMPL640G46,BREADBLAST07,HYD,STG07,643,g,HYDQ3040417,04-04-2023 19:57:57,D,Shift 2
469871,0125266001001,0125266001001_001,BAKING,BAKING,PITXMPL320G46,BREADBLAST07,HYD,STG07,326,g,HYDQ3040418,04-04-2023 19:58:12,D,Shift 2
469872,0125266001001,0125266001001_001,BAKING,BAKING,PITXMPL320G46,BREADBLAST07,HYD,STG07,336,g,HYDQ3040419,04-04-2023 19:58:25,D,Shift 2
469879,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1035,g,HYDM3040411,04-04-2023 21:05:55,D,Shift 2
469880,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1065,g,HYDM3040412,04-04-2023 21:06:03,D,Shift 2
469881,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,659,g,HYDK3040420,04-04-2023 21:06:29,D,Shift 2
469882,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,658,g,HYDK3040421,04-04-2023 21:06:48,D,Shift 2
469903,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,670,g,HYDK3040424,04-04-2023 23:47:00,D,Shift 2
469904,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,670,g,HYDK3040425,04-04-2023 23:47:10,D,Shift 2
469905,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,345,g,HYDK3040426,04-04-2023 23:47:28,D,Shift 2
469914,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1040,g,HYDM3050400,05-04-2023 00:55:14,A,Shift 2
469915,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1035,g,HYDM3050401,05-04-2023 00:55:24,A,Shift 2
469883,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,341,g,HYDK3040422,04-04-2023 21:07:08,D,Shift 2
469884,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,341,g,HYDK3040423,04-04-2023 21:07:16,D,Shift 2
469894,0125345001001,0125345001001,BAKING,BAKING,PITXMPL580G46,BREADBLAST07,HYD,STG07,634,g,HYDQ3040420,04-04-2023 23:03:14,D,Shift 2
469895,0125345001001,0125345001001,BAKING,BAKING,PITXMPL580G46,BREADBLAST07,HYD,STG07,620,g,HYDQ3040421,04-04-2023 23:03:24,D,Shift 2
469896,0125345001001,0125345001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST07,HYD,STG07,420,g,HYDQ3040422,04-04-2023 23:03:38,D,Shift 2
469897,0125345001001,0125345001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST07,HYD,STG07,420,g,HYDQ3040423,04-04-2023 23:03:45,D,Shift 2
469907,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,345,g,HYDK3040427,04-04-2023 23:47:37,D,Shift 2
469936,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1005,g,HYDM3050402,05-04-2023 04:10:27,A,Shift 2
469937,0125270001001,0125270001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1025,g,HYDM3050403,05-04-2023 04:10:33,A,Shift 2
469941,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,723,g,HYDK3050400,05-04-2023 04:22:28,A,Shift 2
469942,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,723,g,HYDK3050401,05-04-2023 04:22:36,A,Shift 2
469943,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,380,g,HYDK3050402,05-04-2023 04:22:56,A,Shift 2
469944,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,380,g,HYDK3050403,05-04-2023 04:23:16,A,Shift 2
469965,0125305001001,0125305001001,BAKING,BAKING,PITXMPL520G35,BREADBLAST05,HYD,STG05,512,g,HYDK3050405,05-04-2023 07:54:16,B,Shift 1
469966,0125305001001,0125305001001_001,BAKING,BAKING,PITXMPL440G35,BREADBLAST05,HYD,STG05,441,g,HYDK3050406,05-04-2023 07:54:36,B,Shift 1
469967,0125305001001,0125305001001_001,BAKING,BAKING,PITXMPL440G35,BREADBLAST05,HYD,STG05,436,g,HYDK3050407,05-04-2023 07:54:50,B,Shift 1
476739,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,860,g,HYDL3090506,09-05-2023 20:45:55,A,Shift 2
476740,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,850,g,HYDL3090507,09-05-2023 20:46:18,A,Shift 2
476770,0125856001001,0125856001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,678,g,HYDQ3100500,10-05-2023 02:48:24,D,Shift 2
476771,0125856001001,0125856001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,784,g,HYDQ3100501,10-05-2023 02:48:40,D,Shift 2
476749,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,710,g,HYDK3090520,09-05-2023 23:12:09,A,Shift 2
476750,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,701,g,HYDK3090521,09-05-2023 23:12:32,A,Shift 2
476751,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,305,g,HYDK3090522,09-05-2023 23:12:57,A,Shift 2
476752,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,304,g,HYDK3090523,09-05-2023 23:14:43,A,Shift 2
476772,0125856001001,0125856001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,424,g,HYDQ3100502,10-05-2023 02:49:31,D,Shift 2
476773,0125856001001,0125856001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,490,g,HYDQ3100503,10-05-2023 02:49:42,D,Shift 2
476774,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,790,g,HYDL3100500,10-05-2023 03:36:34,D,Shift 2
476775,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,810,g,HYDL3100501,10-05-2023 03:36:56,D,Shift 2
476788,0125856001001,0125856001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,652,g,HYDQ3100504,10-05-2023 05:14:00,D,Shift 2
476789,0125856001001,0125856001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,643,g,HYDQ3100505,10-05-2023 05:14:18,D,Shift 2
476790,0125856001001,0125856001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,405,g,HYDQ3100506,10-05-2023 05:14:57,D,Shift 2
476791,0125856001001,0125856001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,400,g,HYDQ3100507,10-05-2023 05:15:07,D,Shift 2
476780,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,774,g,HYDK3100500,10-05-2023 04:04:13,D,Shift 2
476781,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,772,g,HYDK3100501,10-05-2023 04:04:44,D,Shift 2
476782,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,325,g,HYDK3100502,10-05-2023 04:05:04,D,Shift 2
476783,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,336,g,HYDK3100503,10-05-2023 04:05:17,D,Shift 2
476801,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,741,g,HYDK3100505,10-05-2023 05:36:29,D,Shift 2
476802,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,318,g,HYDK3100506,10-05-2023 05:36:46,D,Shift 2
476803,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,321,g,HYDK3100507,10-05-2023 05:37:24,D,Shift 2
476792,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,927,g,HYDM3100500,10-05-2023 05:22:24,D,Shift 2
476819,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,840,g,HYDL3100504,10-05-2023 08:02:46,C,Shift 1
476820,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,840,g,HYDL3100505,10-05-2023 08:02:54,C,Shift 1
476835,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,200,g,HYDM3100504,10-05-2023 09:11:36,C,Shift 1
476836,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,215,g,HYDM3100505,10-05-2023 09:11:50,C,Shift 1
476793,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,931,g,HYDM3100501,10-05-2023 05:22:40,D,Shift 2
476807,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,830,g,HYDL3100502,10-05-2023 05:56:42,D,Shift 2
476808,0125494001001,0125494001001,BAKING,BAKING,PITXMPL800G29T,BREADBLAST06,HYD,STG06,840,g,HYDL3100503,10-05-2023 05:56:57,D,Shift 2
476811,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,983,g,HYDM3100502,10-05-2023 06:55:29,C,Shift 1
476812,0125541001001,0125541001001,BAKING,BAKING,PITXMPL900G35,BREADBLAST04,HYD,STG04,975,g,HYDM3100503,10-05-2023 06:55:44,C,Shift 1
486780,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,469,g,HYDL3200613,20-06-2023 11:02:05,B,Shift 1
486781,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,468,g,HYDL3200614,20-06-2023 11:02:19,B,Shift 1
486782,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,463,g,HYDL3200615,20-06-2023 11:02:32,B,Shift 1
486783,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,472,g,HYDL3200616,20-06-2023 11:02:44,B,Shift 1
486808,0126400001001,0126400001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,980,g,HYDM3200606,20-06-2023 14:13:10,B,Shift 1
486809,0126400001001,0126400001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,980,g,HYDM3200607,20-06-2023 14:13:24,B,Shift 1
486796,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,459,g,HYDL3200617,20-06-2023 13:17:47,B,Shift 1
486797,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,459,g,HYDL3200618,20-06-2023 13:18:00,B,Shift 1
486798,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,454,g,HYDL3200619,20-06-2023 13:18:16,B,Shift 1
486799,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,459,g,HYDL3200620,20-06-2023 13:18:29,B,Shift 1
486826,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,462,g,HYDL3200621,20-06-2023 16:30:30,B,Shift 1
486827,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,462,g,HYDL3200622,20-06-2023 16:30:42,B,Shift 1
486828,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,456,g,HYDL3200623,20-06-2023 16:30:56,B,Shift 1
486829,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,460,g,HYDL3200624,20-06-2023 16:31:10,B,Shift 1
486857,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,466,g,HYDL3200625,20-06-2023 20:43:39,A,Shift 2
486858,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,464,g,HYDL3200626,20-06-2023 20:44:19,A,Shift 2
486859,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,466,g,HYDL3200627,20-06-2023 20:44:33,A,Shift 2
486860,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,474,g,HYDL3200628,20-06-2023 20:44:50,A,Shift 2
486889,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,464,g,HYDL3210600,21-06-2023 00:21:32,D,Shift 2
486890,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,465,g,HYDL3210601,21-06-2023 00:21:45,D,Shift 2
486891,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,454,g,HYDL3210602,21-06-2023 00:21:59,D,Shift 2
486892,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,460,g,HYDL3210603,21-06-2023 00:22:16,D,Shift 2
486915,0126671001001,0126671001001,BAKING,BAKING,ROUNDXMPL440G23,BREADBLAST06,HYD,STG06,455,g,HYDL3210604,21-06-2023 04:24:45,D,Shift 2
486862,0126726001001,0126726001001,BAKING,BAKING,BRIOXMPL960G78,BREADBLAST05,HYD,STG05,1135,g,HYDK3200610,20-06-2023 21:26:24,A,Shift 2
486863,0126726001001,0126726001001,BAKING,BAKING,BRIOXMPL960G78,BREADBLAST05,HYD,STG05,1139,g,HYDK3200611,20-06-2023 21:26:53,A,Shift 2
476593,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,318,g,HYDK3090502,09-05-2023 02:22:30,A,Shift 2
476594,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,321,g,HYDK3090503,09-05-2023 02:22:44,A,Shift 2
476603,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,730,g,HYDL3090501,09-05-2023 03:09:18,A,Shift 2
476620,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,730,g,HYDL3090502,09-05-2023 04:59:22,A,Shift 2
476621,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,735,g,HYDL3090503,09-05-2023 04:59:36,A,Shift 2
476557,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,741,g,HYDK3080520,08-05-2023 22:38:58,A,Shift 2
476558,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,745,g,HYDK3080521,08-05-2023 22:39:36,A,Shift 2
476559,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,319,g,HYDK3080522,08-05-2023 22:40:04,A,Shift 2
476560,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,325,g,HYDK3080523,08-05-2023 22:40:25,A,Shift 2
476568,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,700,g,HYDL3080500,08-05-2023 23:22:50,A,Shift 2
476569,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,700,g,HYDL3080501,08-05-2023 23:23:13,A,Shift 2
476602,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,740,g,HYDL3090500,09-05-2023 03:08:55,A,Shift 2
476611,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,338,g,HYDK3090506,09-05-2023 03:52:35,A,Shift 2
476612,0125670001001,0125670001001_001,BAKING,BAKING,PITXMPL280G46,BREADBLAST05,HYD,STG05,336,g,HYDK3090507,09-05-2023 03:52:48,A,Shift 2
476624,0125855001001,0125855001001,BAKING,BAKING,PITXMPL960G35,BREADBLAST07,HYD,STG07,1082,g,HYDQ3090500,09-05-2023 05:25:31,A,Shift 2
476625,0125855001001,0125855001001,BAKING,BAKING,PITXMPL960G35,BREADBLAST07,HYD,STG07,1090,g,HYDQ3090501,09-05-2023 05:26:03,A,Shift 2
476608,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,787,g,HYDK3090504,09-05-2023 03:52:03,A,Shift 2
476643,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,774,g,HYDL3090504,09-05-2023 09:10:46,B,Shift 1
476644,0125789001001,0125789001001,BAKING,BAKING,LOAXMPL580G22,BREADBLAST06,HYD,STG06,778,g,HYDL3090505,09-05-2023 09:11:23,B,Shift 1
476609,0125670001001,0125670001001,BAKING,BAKING,PITXMPL680G46,BREADBLAST05,HYD,STG05,769,g,HYDK3090505,09-05-2023 03:52:16,A,Shift 2
476615,0125943001001,0125943001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,885,g,HYDM3090504,09-05-2023 04:37:51,A,Shift 2
476617,0125943001001,0125943001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,891,g,HYDM3090505,09-05-2023 04:38:13,A,Shift 2
469511,0125370001001,0125370001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST04,HYD,STG04,600,g,HYDM3020407,02-04-2023 21:16:32,A,Shift 2
469512,0125370001001,0125370001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST04,HYD,STG04,610,g,HYDM3020408,02-04-2023 21:16:52,A,Shift 2
469513,0125370001001,0125370001001_001,BAKING,BAKING,PITXMPL340G43,BREADBLAST04,HYD,STG04,375,g,HYDM3020409,02-04-2023 21:17:26,A,Shift 2
469514,0125370001001,0125370001001_001,BAKING,BAKING,PITXMPL340G43,BREADBLAST04,HYD,STG04,380,g,HYDM3020410,02-04-2023 21:17:45,A,Shift 2
469564,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,349,g,HYDK3030407,03-04-2023 04:54:25,D,Shift 2
469529,0125368001001,0125368001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,651,g,HYDQ3030400,03-04-2023 00:01:33,D,Shift 2
469530,0125368001001,0125368001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,649,g,HYDQ3030401,03-04-2023 00:02:24,D,Shift 2
469531,0125368001001,0125368001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,402,g,HYDQ3030402,03-04-2023 00:02:41,D,Shift 2
469532,0125368001001,0125368001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,395,g,HYDQ3030403,03-04-2023 00:02:50,D,Shift 2
469533,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,667,g,HYDK3030400,03-04-2023 00:09:48,D,Shift 2
469534,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,666,g,HYDK3030401,03-04-2023 00:10:22,D,Shift 2
469535,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,353,g,HYDK3030402,03-04-2023 00:11:16,D,Shift 2
469536,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,347,g,HYDK3030403,03-04-2023 00:11:30,D,Shift 2
469544,0125370001001,0125370001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST04,HYD,STG04,600,g,HYDM3030400,03-04-2023 02:00:38,D,Shift 2
469545,0125370001001,0125370001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST04,HYD,STG04,600,g,HYDM3030401,03-04-2023 02:00:56,D,Shift 2
469546,0125370001001,0125370001001_001,BAKING,BAKING,PITXMPL340G43,BREADBLAST04,HYD,STG04,375,g,HYDM3030402,03-04-2023 02:01:18,D,Shift 2
469547,0125370001001,0125370001001_001,BAKING,BAKING,PITXMPL340G43,BREADBLAST04,HYD,STG04,375,g,HYDM3030403,03-04-2023 02:01:28,D,Shift 2
469561,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,670,g,HYDK3030404,03-04-2023 04:53:09,D,Shift 2
469562,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,672,g,HYDK3030405,03-04-2023 04:53:23,D,Shift 2
469563,0125264001001,0125264001001_001,BAKING,BAKING,PITXMPL320G43,BREADBLAST05,HYD,STG05,354,g,HYDK3030406,03-04-2023 04:54:11,D,Shift 2
469567,0125368001001,0125368001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,634,g,HYDQ3030404,03-04-2023 05:20:04,D,Shift 2
469568,0125368001001,0125368001001,BAKING,BAKING,PITXMPL600G35,BREADBLAST07,HYD,STG07,627,g,HYDQ3030405,03-04-2023 05:20:19,D,Shift 2
469569,0125368001001,0125368001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,393,g,HYDQ3030406,03-04-2023 05:20:45,D,Shift 2
469570,0125368001001,0125368001001_001,BAKING,BAKING,PITXMPL360G35,BREADBLAST07,HYD,STG07,390,g,HYDQ3030407,03-04-2023 05:20:55,D,Shift 2
469612,0125346001001,0125346001001,BAKING,BAKING,PITXMPL560G46,BREADBLAST07,HYD,STG07,610,g,HYDQ3030410,03-04-2023 10:19:11,C,Shift 1
469613,0125346001001,0125346001001_001,BAKING,BAKING,PITXMPL400G46,BREADBLAST07,HYD,STG07,438,g,HYDQ3030411,03-04-2023 10:20:03,C,Shift 1
469639,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,664,g,HYDK3030416,03-04-2023 14:22:44,C,Shift 1
469640,0125264001001,0125264001001,BAKING,BAKING,PITXMPL640G43,BREADBLAST05,HYD,STG05,668,g,HYDK3030417,03-04-2023 14:22:55,C,Shift 1
462370,0124670001001,0124670001001,BAKING,BAKING,BAGGBTR520G75,BREADBLAST07,HYD,STG07,630,g,HYDQ3240204,24-02-2023 09:56:47,C,Shift 1
462372,0124670001001,0124670001001_001,BAKING,BAKING,BAGGBTR440G75,BREADBLAST07,HYD,STG07,530,g,HYDQ3240206,24-02-2023 09:57:34,C,Shift 1
462373,0124670001001,0124670001001_001,BAKING,BAKING,BAGGBTR440G75,BREADBLAST07,HYD,STG07,534,g,HYDQ3240207,24-02-2023 09:57:55,C,Shift 1
462315,0124668001001,0124668001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,947,g,HYDM3240200,24-02-2023 00:56:40,D,Shift 2
462380,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,485,g,HYDM3240211,24-02-2023 11:17:38,C,Shift 1
462381,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,485,g,HYDM3240212,24-02-2023 11:17:45,C,Shift 1
462316,0124668001001,0124668001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,951,g,HYDM3240201,24-02-2023 00:56:51,D,Shift 2
462327,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,296,g,HYDM3240202,24-02-2023 03:12:24,D,Shift 2
462328,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,296,g,HYDM3240203,24-02-2023 03:12:54,D,Shift 2
462329,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,297,g,HYDM3240204,24-02-2023 03:13:14,D,Shift 2
462330,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,289,g,HYDM3240205,24-02-2023 03:13:30,D,Shift 2
462382,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,494,g,HYDM3240213,24-02-2023 11:17:54,C,Shift 1
462383,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,496,g,HYDM3240214,24-02-2023 11:18:02,C,Shift 1
462398,0124670001001,0124670001001,BAKING,BAKING,BAGGBTR520G75,BREADBLAST07,HYD,STG07,632,g,HYDQ3240208,24-02-2023 14:41:31,C,Shift 1
462399,0124670001001,0124670001001,BAKING,BAKING,BAGGBTR520G75,BREADBLAST07,HYD,STG07,626,g,HYDQ3240209,24-02-2023 14:42:35,C,Shift 1
462400,0124670001001,0124670001001_001,BAKING,BAKING,BAGGBTR440G75,BREADBLAST07,HYD,STG07,531,g,HYDQ3240210,24-02-2023 14:43:14,C,Shift 1
462404,0124773001001,0124773001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,946,g,HYDM3240215,24-02-2023 15:23:19,C,Shift 1
462405,0124773001001,0124773001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,947,g,HYDM3240216,24-02-2023 15:23:32,C,Shift 1
462356,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,501,g,HYDM3240207,24-02-2023 07:30:31,C,Shift 1
462357,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,501,g,HYDM3240208,24-02-2023 07:30:45,C,Shift 1
462358,0124721001001,0124721001001,BAKING,BAKING,PITXMPL440G43,BREADBLAST04,HYD,STG04,500,g,HYDM3240209,24-02-2023 07:30:53,C,Shift 1
