PrimaryKey,id,status,quantity,quantityUnitOfMeasure
HYDK3020300,HYDK3020300,Approved,1416,g
HYDK3020301,HYDK3020301,Approved,1416,g
HYDK3080302,HYDK3080302,Approved,593,g
HYDQ3080306,HYDQ3080306,Approved,470,g
HYDQ3080307,HYDQ3080307,Approved,481,g
HYDK3080303,HYDK3080303,Approved,561,g
HYDK3080304,HYDK3080304,Approved,431,g
HYDK3080305,HYDK3080305,Approved,404,g
HYDK3080306,HYDK3080306,Approved,598,g
HYDK3080300,HYDK3080300,Approved,1380,g
HYDK3080301,HYDK3080301,Approved,1360,g
HYDK3080307,HYDK3080307,Approved,606,g
HYDK3080308,HYDK3080308,Approved,432,g
HYDK3080309,HYDK3080309,Approved,435,g
HYDQ3080308,HYDQ3080308,Approved,747,g
HYDQ3080309,HYDQ3080309,Approved,722,g
HYDQ3080310,HYDQ3080310,Approved,443,g
HYDQ3080311,HYDQ3080311,Approved,453,g
HYDK3080310,HYDK3080310,Approved,608,g
HYDK3080311,HYDK3080311,Approved,610,g
HYDK3080312,HYDK3080312,Approved,441,g
HYDK3080313,HYDK3080313,Approved,440,g
HYDQ3080312,HYDQ3080312,Approved,616,g
HYDQ3080313,HYDQ3080313,Approved,608,g
HYDQ3080314,HYDQ3080314,Approved,377,g
HYDQ3080315,HYDQ3080315,Approved,377,g
HYDQ3080316,HYDQ3080316,Approved,381,g
HYDK3160720,HYDK3160720,Approved,594,g
HYDK3160721,HYDK3160721,Approved,597,g
HYDK3160722,HYDK3160722,Approved,428,g
HYDK3160723,HYDK3160723,Approved,429,g
HYDM3160708,HYDM3160708,Approved,1010,g
HYDM3160709,HYDM3160709,Approved,1010,g
HYDM3170700,HYDM3170700,Approved,970,g
HYDM3170701,HYDM3170701,Approved,970,g
HYDL3160721,HYDL3160721,Approved,554,g
HYDL3160722,HYDL3160722,Approved,554,g
HYDL3160723,HYDL3160723,Approved,548,g
HYDL3160724,HYDL3160724,Approved,549,g
HYDK3160724,HYDK3160724,Approved,1036,g
HYDK3160725,HYDK3160725,Approved,1054,g
HYDL3170700,HYDL3170700,Approved,524,g
HYDL3170701,HYDL3170701,Approved,525,g
HYDL3170702,HYDL3170702,Approved,528,g
HYDL3170703,HYDL3170703,Approved,526,g
HYDM3170704,HYDM3170704,Approved,1010,g
HYDM3170705,HYDM3170705,Approved,1010,g
HYDK3170700,HYDK3170700,Approved,1032,g
HYDK3170704,HYDK3170704,Approved,918,g
HYDK3170705,HYDK3170705,Approved,1066,g
HYDL3170714,HYDL3170714,Approved,627,g
HYDL3170715,HYDL3170715,Approved,628,g
HYDL3220412,HYDL3220412,Approved,1280,g
HYDL3220413,HYDL3220413,Approved,1243,g
HYDK3220410,HYDK3220410,Approved,1388,g
HYDQ3230400,HYDQ3230400,Approved,713,g
HYDQ3230401,HYDQ3230401,Approved,721,g
HYDQ3230402,HYDQ3230402,Approved,304,g
HYDQ3230403,HYDQ3230403,Approved,305,g
HYDQ3230404,HYDQ3230404,Approved,712,g
HYDQ3230405,HYDQ3230405,Approved,709,g
HYDQ3230406,HYDQ3230406,Approved,309,g
HYDQ3230407,HYDQ3230407,Approved,304,g
HYDK3230401,HYDK3230401,Approved,1377,g
HYDL3230403,HYDL3230403,Approved,1245,g
HYDK3230403,HYDK3230403,Approved,1373,g
HYDK3230404,HYDK3230404,Approved,1364,g
HYDL3120417,HYDL3120417,Approved,627,g
HYDL3120427,HYDL3120427,Approved,305,g
HYDL3120428,HYDL3120428,Approved,305,g
HYDL3120418,HYDL3120418,Approved,615,g
HYDL3120419,HYDL3120419,Approved,376,g
HYDQ3120409,HYDQ3120409,Approved,788,g
HYDQ3120410,HYDQ3120410,Approved,778,g
HYDQ3120411,HYDQ3120411,Approved,266,g
HYDQ3120412,HYDQ3120412,Approved,268,g
HYDM3120407,HYDM3120407,Approved,1042,g
HYDM3120408,HYDM3120408,Approved,1033,g
HYDL3120420,HYDL3120420,Approved,375,g
HYDQ3120413,HYDQ3120413,Approved,530,g
HYDQ3120415,HYDQ3120415,Approved,171,g
HYDQ3120416,HYDQ3120416,Approved,130,g
HYDL3120421,HYDL3120421,Approved,667,g
HYDQ3120417,HYDQ3120417,Approved,785,g
HYDQ3120418,HYDQ3120418,Approved,787,g
HYDL3120422,HYDL3120422,Approved,667,g
HYDL3120423,HYDL3120423,Approved,410,g
HYDL3120424,HYDL3120424,Approved,410,g
HYDL3120425,HYDL3120425,Approved,353,g
HYDL3120426,HYDL3120426,Approved,353,g
HYDQ3120419,HYDQ3120419,Approved,283,g
HYDL3120429,HYDL3120429,Approved,542,g
HYDL3120430,HYDL3120430,Approved,540,g
HYDL3120431,HYDL3120431,Approved,465,g
HYDL3120432,HYDL3120432,Approved,461,g
HYDQ3120420,HYDQ3120420,Approved,283,g
HYDL3130404,HYDL3130404,Approved,542,g
HYDL3130405,HYDL3130405,Approved,567,g
HYDL3130406,HYDL3130406,Approved,462,g
HYDL3130407,HYDL3130407,Approved,486,g
HYDQ3130404,HYDQ3130404,Approved,755,g
HYDQ3130405,HYDQ3130405,Approved,759,g
HYDQ3130406,HYDQ3130406,Approved,263,g
HYDQ3130407,HYDQ3130407,Approved,264,g
HYDQ3280309,HYDQ3280309,Approved,1079,g
HYDQ3280310,HYDQ3280310,Approved,1085,g
HYDK3280322,HYDK3280322,Approved,1290,g
HYDK3280323,HYDK3280323,Approved,1301,g
HYDM3290302,HYDM3290302,Approved,955,g
HYDM3290303,HYDM3290303,Approved,960,g
HYDK3290300,HYDK3290300,Approved,1339,g
HYDK3290301,HYDK3290301,Approved,1343,g
HYDQ3290300,HYDQ3290300,Approved,1068,g
HYDQ3290301,HYDQ3290301,Approved,1053,g
HYDK3290303,HYDK3290303,Approved,1350,g
HYDK3290304,HYDK3290304,Approved,1343,g
HYDM3290304,HYDM3290304,Approved,929,g
HYDM3290305,HYDM3290305,Approved,930,g
HYDQ3290303,HYDQ3290303,Approved,1090,g
HYDQ3290304,HYDQ3290304,Approved,1100,g
HYDQ3290307,HYDQ3290307,Approved,948,g
HYDK3290305,HYDK3290305,Approved,595,g
HYDK3290306,HYDK3290306,Approved,590,g
HYDK3050311,HYDK3050311,Approved,389,g
HYDQ3050308,HYDQ3050308,Approved,1030,g
HYDQ3050309,HYDQ3050309,Approved,694,g
HYDK3050325,HYDK3050325,Approved,614,g
HYDK3050326,HYDK3050326,Approved,612,g
HYDK3050327,HYDK3050327,Approved,378,g
HYDK3050328,HYDK3050328,Approved,374,g
HYDQ3060302,HYDQ3060302,Approved,900,g
HYDQ3050304,HYDQ3050304,Approved,1025,g
HYDQ3050305,HYDQ3050305,Approved,1018,g
HYDQ3060300,HYDQ3060300,Approved,1037,g
HYDK3050312,HYDK3050312,Approved,617,g
HYDK3050313,HYDK3050313,Approved,617,g
HYDK3050314,HYDK3050314,Approved,617,g
HYDK3050315,HYDK3050315,Approved,382,g
HYDK3050316,HYDK3050316,Approved,381,g
HYDK3050317,HYDK3050317,Approved,399,g
HYDQ3060304,HYDQ3060304,Approved,1050,g
HYDQ3060305,HYDQ3060305,Approved,1052,g
HYDK3050318,HYDK3050318,Approved,391,g
HYDK3050319,HYDK3050319,Approved,635,g
HYDK3050320,HYDK3050320,Approved,640,g
HYDQ3050306,HYDQ3050306,Approved,946,g
HYDQ3050307,HYDQ3050307,Approved,944,g
HYDK3050321,HYDK3050321,Approved,641,g
HYDK3050322,HYDK3050322,Approved,642,g
HYDK3050323,HYDK3050323,Approved,395,g
HYDQ3060301,HYDQ3060301,Approved,1018,g
HYDK3060300,HYDK3060300,Approved,639,g
HYDK3060301,HYDK3060301,Approved,645,g
HYDK3060302,HYDK3060302,Approved,398,g
HYDK3060303,HYDK3060303,Approved,397,g
HYDK3130513,HYDK3130513,Approved,535,g
HYDK3130514,HYDK3130514,Approved,719,g
HYDK3130515,HYDK3130515,Approved,389,g
HYDK3130516,HYDK3130516,Approved,523,g
HYDK3130517,HYDK3130517,Approved,583,g
HYDQ3130522,HYDQ3130522,Approved,698,g
HYDQ3130523,HYDQ3130523,Approved,697,g
HYDQ3130524,HYDQ3130524,Approved,316,g
HYDQ3130525,HYDQ3130525,Approved,313,g
HYDQ3130517,HYDQ3130517,Approved,695,g
HYDQ3130518,HYDQ3130518,Approved,709,g
HYDQ3130519,HYDQ3130519,Approved,32,g
HYDQ3130520,HYDQ3130520,Approved,324,g
HYDQ3130521,HYDQ3130521,Approved,318,g
HYDM3140500,HYDM3140500,Approved,850,g
HYDM3140501,HYDM3140501,Approved,850,g
HYDQ3140501,HYDQ3140501,Approved,675,g
HYDQ3140502,HYDQ3140502,Approved,304,g
HYDQ3140503,HYDQ3140503,Approved,303,g
HYDM3140502,HYDM3140502,Approved,735,g
HYDM3140503,HYDM3140503,Approved,720,g
HYDK3130521,HYDK3130521,Approved,609,g
HYDK3130522,HYDK3130522,Approved,607,g
HYDK3130523,HYDK3130523,Approved,439,g
HYDK3130524,HYDK3130524,Approved,438,g
HYDK3070306,HYDK3070306,Approved,1343,g
HYDK3070307,HYDK3070307,Approved,1340,g
HYDQ3070310,HYDQ3070310,Approved,438,g
HYDQ3070311,HYDQ3070311,Approved,576,g
HYDQ3070312,HYDQ3070312,Approved,435,g
HYDQ3070313,HYDQ3070313,Approved,593,g
HYDQ3070314,HYDQ3070314,Approved,580,g
HYDQ3070315,HYDQ3070315,Approved,452,g
HYDQ3070316,HYDQ3070316,Approved,466,g
HYDK3070308,HYDK3070308,Approved,985,g
HYDK3070309,HYDK3070309,Approved,1324,g
HYDQ3080304,HYDQ3080304,Approved,608,g
HYDQ3080305,HYDQ3080305,Approved,600,g
HYDQ3080300,HYDQ3080300,Approved,591,g
HYDQ3080301,HYDQ3080301,Approved,608,g
HYDQ3080302,HYDQ3080302,Approved,475,g
HYDQ3080303,HYDQ3080303,Approved,464,g
HYDL3250723,HYDL3250723,Approved,493,g
HYDL3250724,HYDL3250724,Approved,493,g
HYDM3250708,HYDM3250708,Approved,300,g
HYDM3250709,HYDM3250709,Approved,300,g
HYDM3250710,HYDM3250710,Approved,208,g
HYDK3250723,HYDK3250723,Approved,616,g
HYDK3250720,HYDK3250720,Approved,1015,g
HYDM3250711,HYDM3250711,Approved,208,g
HYDK3250724,HYDK3250724,Approved,447,g
HYDL3260703,HYDL3260703,Approved,493,g
HYDK3250725,HYDK3250725,Approved,627,g
HYDK3250726,HYDK3250726,Approved,450,g
HYDL3260704,HYDL3260704,Approved,548,g
HYDL3260705,HYDL3260705,Approved,554,g
HYDK3260700,HYDK3260700,Approved,611,g
HYDL3260706,HYDL3260706,Approved,467,g
HYDL3260707,HYDL3260707,Approved,472,g
HYDK3260701,HYDK3260701,Approved,611,g
HYDK3260702,HYDK3260702,Approved,434,g
HYDK3260703,HYDK3260703,Approved,440,g
HYDL3260708,HYDL3260708,Approved,555,g
HYDL3260709,HYDL3260709,Approved,555,g
HYDL3260710,HYDL3260710,Approved,465,g
HYDK3260704,HYDK3260704,Approved,651,g
HYDK3260705,HYDK3260705,Approved,623,g
HYDK3260706,HYDK3260706,Approved,470,g
HYDK3220609,HYDK3220609,Approved,670,g
HYDL3220609,HYDL3220609,Approved,677,g
HYDL3220610,HYDL3220610,Approved,673,g
HYDL3220611,HYDL3220611,Approved,356,g
HYDL3220607,HYDL3220607,Approved,356,g
HYDL3220608,HYDL3220608,Approved,363,g
HYDK3220608,HYDK3220608,Approved,674,g
HYDK3220610,HYDK3220610,Approved,408,g
HYDK3220611,HYDK3220611,Approved,400,g
HYDL3220605,HYDL3220605,Approved,675,g
HYDL3220606,HYDL3220606,Approved,694,g
HYDM3220605,HYDM3220605,Approved,968,g
HYDM3220606,HYDM3220606,Approved,960,g
HYDK3220612,HYDK3220612,Approved,630,g
HYDK3220613,HYDK3220613,Approved,640,g
HYDK3220614,HYDK3220614,Approved,381,g
HYDK3220615,HYDK3220615,Approved,390,g
HYDL3220613,HYDL3220613,Approved,1014,g
HYDL3220614,HYDL3220614,Approved,1001,g
HYDL3220620,HYDL3220620,Approved,930,g
HYDM3220607,HYDM3220607,Approved,970,g
HYDK3220619,HYDK3220619,Approved,382,g
HYDM3220608,HYDM3220608,Approved,965,g
HYDK3220616,HYDK3220616,Approved,648,g
HYDK3220617,HYDK3220617,Approved,634,g
HYDK3220618,HYDK3220618,Approved,380,g
HYDK3100504,HYDK3100504,Approved,744,g
HYDK3100508,HYDK3100508,Approved,729,g
HYDK3100509,HYDK3100509,Approved,722,g
HYDK3100510,HYDK3100510,Approved,316,g
HYDK3100511,HYDK3100511,Approved,315,g
HYDQ3100508,HYDQ3100508,Approved,720,g
HYDQ3100509,HYDQ3100509,Approved,721,g
HYDQ3100510,HYDQ3100510,Approved,438,g
HYDQ3100511,HYDQ3100511,Approved,440,g
HYDK3100513,HYDK3100513,Approved,700,g
HYDK3100514,HYDK3100514,Approved,300,g
HYDL3100506,HYDL3100506,Approved,845,g
HYDL3100507,HYDL3100507,Approved,845,g
HYDK3100512,HYDK3100512,Approved,705,g
HYDK3100515,HYDK3100515,Approved,295,g
HYDL3100508,HYDL3100508,Approved,910,g
HYDL3100509,HYDL3100509,Approved,910,g
HYDM3100506,HYDM3100506,Approved,800,g
HYDM3100507,HYDM3100507,Approved,803,g
HYDL3100510,HYDL3100510,Approved,840,g
HYDL3100511,HYDL3100511,Approved,840,g
HYDM3290300,HYDM3290300,Approved,970,g
HYDK3280313,HYDK3280313,Approved,590,g
HYDK3280315,HYDK3280315,Approved,427,g
HYDQ3280304,HYDQ3280304,Approved,953,g
HYDQ3280307,HYDQ3280307,Approved,1019,g
HYDQ3280308,HYDQ3280308,Approved,1023,g
HYDQ3280305,HYDQ3280305,Approved,1018,g
HYDQ3280306,HYDQ3280306,Approved,1035,g
HYDK3280316,HYDK3280316,Approved,583,g
HYDK3280317,HYDK3280317,Approved,597,g
HYDK3280318,HYDK3280318,Approved,428,g
HYDK3280319,HYDK3280319,Approved,429,g
HYDK3280320,HYDK3280320,Approved,1307,g
HYDK3280321,HYDK3280321,Approved,1314,g
HYDM3290301,HYDM3290301,Approved,970,g
HYDK3060515,HYDK3060515,Approved,405,g
HYDK3060516,HYDK3060516,Approved,405,g
HYDM3060508,HYDM3060508,Approved,780,g
HYDM3060509,HYDM3060509,Approved,805,g
HYDK3070504,HYDK3070504,Approved,680,g
HYDK3070505,HYDK3070505,Approved,676,g
HYDK3070506,HYDK3070506,Approved,456,g
HYDK3070507,HYDK3070507,Approved,458,g
HYDM3060510,HYDM3060510,Approved,870,g
HYDM3060511,HYDM3060511,Approved,860,g
HYDK3070500,HYDK3070500,Approved,637,g
HYDK3070501,HYDK3070501,Approved,635,g
HYDK3070502,HYDK3070502,Approved,425,g
HYDK3070503,HYDK3070503,Approved,427,g
HYDQ3070500,HYDQ3070500,Approved,673,g
HYDQ3070501,HYDQ3070501,Approved,670,g
HYDQ3070502,HYDQ3070502,Approved,348,g
HYDQ3060509,HYDQ3060509,Approved,860,g
HYDQ3060510,HYDQ3060510,Approved,847,g
HYDQ3060511,HYDQ3060511,Approved,444,g
HYDQ3060512,HYDQ3060512,Approved,453,g
HYDK3060527,HYDK3060527,Approved,646,g
HYDQ3070503,HYDQ3070503,Approved,355,g
HYDM3070500,HYDM3070500,Approved,735,g
HYDM3070501,HYDM3070501,Approved,735,g
HYDL3150600,HYDL3150600,Approved,724,g
HYDL3150601,HYDL3150601,Approved,706,g
HYDL3150602,HYDL3150602,Approved,375,g
HYDL3150603,HYDL3150603,Approved,364,g
HYDM3150600,HYDM3150600,Approved,765,g
HYDL3150604,HYDL3150604,Approved,761,g
HYDL3150605,HYDL3150605,Approved,760,g
HYDL3150606,HYDL3150606,Approved,330,g
HYDL3150607,HYDL3150607,Approved,327,g
HYDK3150600,HYDK3150600,Approved,1346,g
HYDK3150601,HYDK3150601,Approved,1351,g
HYDQ3150604,HYDQ3150604,Approved,780,g
HYDQ3150605,HYDQ3150605,Approved,800,g
HYDQ3150606,HYDQ3150606,Approved,280,g
HYDQ3150607,HYDQ3150607,Approved,285,g
HYDL3150610,HYDL3150610,Approved,770,g
HYDL3150611,HYDL3150611,Approved,336,g
HYDL3150612,HYDL3150612,Approved,331,g
HYDK3150604,HYDK3150604,Approved,1349,g
HYDK3150602,HYDK3150602,Approved,1344,g
HYDK3150603,HYDK3150603,Approved,1336,g
HYDL3150609,HYDL3150609,Approved,775,g
HYDQ3150608,HYDQ3150608,Approved,618,g
HYDQ3150609,HYDQ3150609,Approved,671,g
HYDQ3150610,HYDQ3150610,Approved,413,g
HYDQ3150611,HYDQ3150611,Approved,414,g
HYDK3250300,HYDK3250300,Approved,1025,g
HYDK3250301,HYDK3250301,Approved,1010,g
HYDQ3250300,HYDQ3250300,Approved,848,g
HYDQ3250301,HYDQ3250301,Approved,846,g
HYDK3240305,HYDK3240305,Approved,1263,g
HYDK3240306,HYDK3240306,Approved,1289,g
HYDQ3240305,HYDQ3240305,Approved,812,g
HYDQ3240306,HYDQ3240306,Approved,810,g
HYDK3240307,HYDK3240307,Approved,1217,g
HYDK3240308,HYDK3240308,Approved,1273,g
HYDK3250303,HYDK3250303,Approved,1155,g
HYDK3250304,HYDK3250304,Approved,1188,g
HYDQ3250304,HYDQ3250304,Approved,820,g
HYDQ3250302,HYDQ3250302,Approved,611,g
HYDQ3250303,HYDQ3250303,Approved,605,g
HYDQ3250305,HYDQ3250305,Approved,808,g
HYDQ3250306,HYDQ3250306,Approved,788,g
HYDQ3250307,HYDQ3250307,Approved,780,g
HYDK3250305,HYDK3250305,Approved,1021,g
HYDK3250306,HYDK3250306,Approved,1005,g
HYDQ3020304,HYDQ3020304,Approved,658,g
HYDQ3020305,HYDQ3020305,Approved,654,g
HYDQ3020306,HYDQ3020306,Approved,500,g
HYDQ3020307,HYDQ3020307,Approved,504,g
HYDK3020302,HYDK3020302,Approved,1395,g
HYDK3020303,HYDK3020303,Approved,1390,g
HYDK3020304,HYDK3020304,Approved,1220,g
HYDK3020305,HYDK3020305,Approved,1200,g
HYDK3020306,HYDK3020306,Approved,1400,g
HYDK3020307,HYDK3020307,Approved,1400,g
HYDQ3020312,HYDQ3020312,Approved,640,g
HYDQ3020313,HYDQ3020313,Approved,500,g
HYDQ3020308,HYDQ3020308,Approved,653,g
HYDQ3020309,HYDQ3020309,Approved,644,g
HYDQ3020310,HYDQ3020310,Approved,653,g
HYDQ3020311,HYDQ3020311,Approved,644,g
HYDQ3020314,HYDQ3020314,Approved,640,g
HYDQ3020315,HYDQ3020315,Approved,500,g
HYDK3030300,HYDK3030300,Approved,1450,g
HYDK3030301,HYDK3030301,Approved,1425,g
HYDK3030302,HYDK3030302,Approved,1400,g
HYDK3030303,HYDK3030303,Approved,1400,g
HYDQ3180300,HYDQ3180300,Approved,1090,g
HYDQ3180301,HYDQ3180301,Approved,1085,g
HYDL3180308,HYDL3180308,Approved,710,g
HYDL3180309,HYDL3180309,Approved,264,g
HYDL3180310,HYDL3180310,Approved,249,g
HYDL3180311,HYDL3180311,Approved,700,g
HYDK3180305,HYDK3180305,Approved,1317,g
HYDK3180306,HYDK3180306,Approved,1324,g
HYDK3180307,HYDK3180307,Approved,1336,g
HYDK3180308,HYDK3180308,Approved,1338,g
HYDQ3180303,HYDQ3180303,Approved,655,g
HYDQ3180304,HYDQ3180304,Approved,647,g
HYDQ3180305,HYDQ3180305,Approved,405,g
HYDQ3180306,HYDQ3180306,Approved,407,g
HYDQ3180307,HYDQ3180307,Approved,659,g
HYDQ3180308,HYDQ3180308,Approved,412,g
HYDQ3180309,HYDQ3180309,Approved,1074,g
HYDL3180312,HYDL3180312,Approved,705,g
HYDL3180313,HYDL3180313,Approved,732,g
HYDL3180314,HYDL3180314,Approved,262,g
HYDL3180315,HYDL3180315,Approved,256,g
HYDL3180316,HYDL3180316,Approved,711,g
HYDL3180317,HYDL3180317,Approved,725,g
HYDL3180318,HYDL3180318,Approved,257,g
HYDL3180319,HYDL3180319,Approved,265,g
HYDL3180324,HYDL3180324,Approved,712,g
HYDL3180325,HYDL3180325,Approved,724,g
HYDL3230318,HYDL3230318,Approved,932,g
HYDL3240300,HYDL3240300,Approved,939,g
HYDL3240301,HYDL3240301,Approved,902,g
HYDL3240302,HYDL3240302,Approved,940,g
HYDL3240303,HYDL3240303,Approved,933,g
HYDK3240300,HYDK3240300,Approved,1342,g
HYDK3240301,HYDK3240301,Approved,1333,g
HYDQ3240300,HYDQ3240300,Approved,963,g
HYDQ3240301,HYDQ3240301,Approved,957,g
HYDK3240304,HYDK3240304,Approved,1216,g
HYDL3240305,HYDL3240305,Approved,877,g
HYDL3240306,HYDL3240306,Approved,883,g
HYDK3240303,HYDK3240303,Approved,1237,g
HYDQ3240303,HYDQ3240303,Approved,990,g
HYDQ3240304,HYDQ3240304,Approved,1030,g
HYDL3240307,HYDL3240307,Approved,893,g
HYDL3240308,HYDL3240308,Approved,894,g
HYDQ3240307,HYDQ3240307,Approved,528,g
HYDQ3240308,HYDQ3240308,Approved,706,g
HYDK3010511,HYDK3010511,Approved,470,g
HYDK3010512,HYDK3010512,Approved,461,g
HYDM3010504,HYDM3010504,Approved,971,g
HYDK3010515,HYDK3010515,Approved,462,g
HYDL3010505,HYDL3010505,Approved,942,g
HYDL3010506,HYDL3010506,Approved,943,g
HYDQ3010512,HYDQ3010512,Approved,620,g
HYDQ3010513,HYDQ3010513,Approved,618,g
HYDQ3010514,HYDQ3010514,Approved,289,g
HYDK3010516,HYDK3010516,Approved,453,g
HYDL3010509,HYDL3010509,Approved,976,g
HYDL3010510,HYDL3010510,Approved,960,g
HYDM3010506,HYDM3010506,Approved,900,g
HYDM3010507,HYDM3010507,Approved,902,g
HYDL3010507,HYDL3010507,Approved,937,g
HYDL3010508,HYDL3010508,Approved,935,g
HYDK3010517,HYDK3010517,Approved,555,g
HYDK3010518,HYDK3010518,Approved,556,g
HYDK3010519,HYDK3010519,Approved,442,g
HYDK3010520,HYDK3010520,Approved,437,g
HYDQ3010516,HYDQ3010516,Approved,575,g
HYDQ3010517,HYDQ3010517,Approved,578,g
HYDQ3010518,HYDQ3010518,Approved,274,g
HYDQ3010519,HYDQ3010519,Approved,278,g
HYDM3010508,HYDM3010508,Approved,1020,g
HYDM3010509,HYDM3010509,Approved,1018,g
HYDM3020500,HYDM3020500,Approved,984,g
HYDM3020501,HYDM3020501,Approved,984,g
HYDL3020505,HYDL3020505,Approved,930,g
HYDK3300307,HYDK3300307,Approved,1355,g
HYDK3300308,HYDK3300308,Approved,1350,g
HYDK3300303,HYDK3300303,Approved,1423,g
HYDK3300304,HYDK3300304,Approved,1425,g
HYDQ3300306,HYDQ3300306,Approved,1125,g
HYDQ3300307,HYDQ3300307,Approved,1126,g
HYDQ3300302,HYDQ3300302,Approved,1130,g
HYDQ3300303,HYDQ3300303,Approved,1131,g
HYDQ3310302,HYDQ3310302,Approved,503,g
HYDK3300309,HYDK3300309,Approved,1410,g
HYDM3300301,HYDM3300301,Approved,800,g
HYDM3300302,HYDM3300302,Approved,790,g
HYDK3310300,HYDK3310300,Approved,1260,g
HYDM3140506,HYDM3140506,Approved,400,g
HYDQ3140507,HYDQ3140507,Approved,1220,g
HYDK3150500,HYDK3150500,Approved,565,g
HYDK3150501,HYDK3150501,Approved,562,g
HYDK3150502,HYDK3150502,Approved,480,g
HYDK3150503,HYDK3150503,Approved,478,g
HYDQ3140506,HYDQ3140506,Approved,1387,g
HYDK3140517,HYDK3140517,Approved,529,g
HYDK3140518,HYDK3140518,Approved,553,g
HYDK3140519,HYDK3140519,Approved,405,g
HYDK3140520,HYDK3140520,Approved,429,g
HYDM3140510,HYDM3140510,Approved,882,g
HYDM3140511,HYDM3140511,Approved,978,g
HYDK3140523,HYDK3140523,Approved,334,g
HYDK3140524,HYDK3140524,Approved,403,g
HYDM3150500,HYDM3150500,Approved,998,g
HYDM3150501,HYDM3150501,Approved,975,g
HYDQ3150500,HYDQ3150500,Approved,633,g
HYDQ3150501,HYDQ3150501,Approved,630,g
HYDQ3150502,HYDQ3150502,Approved,399,g
HYDQ3150506,HYDQ3150506,Approved,635,g
HYDQ3150507,HYDQ3150507,Approved,381,g
HYDQ3150508,HYDQ3150508,Approved,389,g
HYDM3150506,HYDM3150506,Approved,961,g
HYDQ3150503,HYDQ3150503,Approved,396,g
HYDK3150504,HYDK3150504,Approved,547,g
HYDK3150505,HYDK3150505,Approved,546,g
HYDK3150506,HYDK3150506,Approved,465,g
HYDK3150507,HYDK3150507,Approved,465,g
HYDK3150512,HYDK3150512,Approved,473,g
HYDQ3150509,HYDQ3150509,Approved,500,g
HYDQ3150510,HYDQ3150510,Approved,504,g
HYDQ3190602,HYDQ3190602,Approved,313,g
HYDQ3190603,HYDQ3190603,Approved,321,g
HYDK3190604,HYDK3190604,Approved,264,g
HYDK3190605,HYDK3190605,Approved,269,g
HYDK3190606,HYDK3190606,Approved,232,g
HYDK3190607,HYDK3190607,Approved,231,g
HYDQ3190600,HYDQ3190600,Approved,722,g
HYDQ3190601,HYDQ3190601,Approved,723,g
HYDK3190600,HYDK3190600,Approved,504,g
HYDK3190601,HYDK3190601,Approved,489,g
HYDK3190602,HYDK3190602,Approved,399,g
HYDK3190603,HYDK3190603,Approved,379,g
HYDL3190604,HYDL3190604,Approved,598,g
HYDL3190605,HYDL3190605,Approved,597,g
HYDL3190606,HYDL3190606,Approved,401,g
HYDL3190607,HYDL3190607,Approved,404,g
HYDM3190604,HYDM3190604,Approved,860,g
HYDM3190605,HYDM3190605,Approved,860,g
HYDQ3190608,HYDQ3190608,Approved,1024,g
HYDQ3190609,HYDQ3190609,Approved,1042,g
HYDL3190608,HYDL3190608,Approved,593,g
HYDL3190609,HYDL3190609,Approved,597,g
HYDL3190610,HYDL3190610,Approved,400,g
HYDL3190611,HYDL3190611,Approved,400,g
HYDL3190612,HYDL3190612,Approved,366,g
HYDL3190613,HYDL3190613,Approved,366,g
HYDL3190614,HYDL3190614,Approved,246,g
HYDL3190615,HYDL3190615,Approved,245,g
HYDK3190608,HYDK3190608,Approved,1083,g
HYDK3190609,HYDK3190609,Approved,1040,g
HYDQ3150617,HYDQ3150617,Approved,530,g
HYDQ3150618,HYDQ3150618,Approved,328,g
HYDQ3150619,HYDQ3150619,Approved,253,g
HYDK3150606,HYDK3150606,Approved,1356,g
HYDK3150607,HYDK3150607,Approved,1346,g
HYDQ3150616,HYDQ3150616,Approved,529,g
HYDL3150627,HYDL3150627,Approved,781,g
HYDM3160600,HYDM3160600,Approved,845,g
HYDM3160601,HYDM3160601,Approved,850,g
HYDQ3160605,HYDQ3160605,Approved,644,g
HYDL3150628,HYDL3150628,Approved,333,g
HYDL3150629,HYDL3150629,Approved,335,g
HYDM3150611,HYDM3150611,Approved,850,g
HYDM3150612,HYDM3150612,Approved,855,g
HYDQ3160600,HYDQ3160600,Approved,642,g
HYDQ3160601,HYDQ3160601,Approved,650,g
HYDQ3160602,HYDQ3160602,Approved,396,g
HYDQ3160603,HYDQ3160603,Approved,400,g
HYDL3160600,HYDL3160600,Approved,769,g
HYDL3160601,HYDL3160601,Approved,762,g
HYDL3160602,HYDL3160602,Approved,329,g
HYDL3160603,HYDL3160603,Approved,326,g
HYDQ3160604,HYDQ3160604,Approved,648,g
HYDQ3160606,HYDQ3160606,Approved,402,g
HYDQ3160607,HYDQ3160607,Approved,400,g
HYDL3160608,HYDL3160608,Approved,330,g
HYDL3220202,HYDL3220202,Approved,1044,g
HYDL3220203,HYDL3220203,Approved,1027,g
HYDQ3220202,HYDQ3220202,Approved,442,g
HYDQ3220203,HYDQ3220203,Approved,448,g
HYDM3220202,HYDM3220202,Approved,970,g
HYDM3220203,HYDM3220203,Approved,970,g
HYDQ3220205,HYDQ3220205,Approved,493,g
HYDL3220204,HYDL3220204,Approved,1047,g
