PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
466193Actual-ProducedMaterialproduced1092g,466193Actual-Produced,STG07,Material produced,1092,g
466188Actual-ProducedMaterialproduced621g,466188Actual-Produced,STG05,Material produced,621,g
466189Actual-ProducedMaterialproduced598g,466189Actual-Produced,STG05,Material produced,598,g
466194Actual-ProducedMaterialproduced1090g,466194Actual-Produced,STG07,Material produced,1090,g
466196Actual-ProducedMaterialproduced742g,466196Actual-Produced,STG06,Material produced,742,g
466197Actual-ProducedMaterialproduced740g,466197Actual-Produced,STG06,Material produced,740,g
466198Actual-ProducedMaterialproduced261g,466198Actual-Produced,STG06,Material produced,261,g
466210Actual-ProducedMaterialproduced514g,466210Actual-Produced,STG05,Material produced,514,g
466211Actual-ProducedMaterialproduced522g,466211Actual-Produced,STG05,Material produced,522,g
466212Actual-ProducedMaterialproduced372g,466212Actual-Produced,STG05,Material produced,372,g
466213Actual-ProducedMaterialproduced380g,466213Actual-Produced,STG05,Material produced,380,g
466220Actual-ProducedMaterialproduced753g,466220Actual-Produced,STG06,Material produced,753,g
466199Actual-ProducedMaterialproduced255g,466199Actual-Produced,STG06,Material produced,255,g
466260Actual-ProducedMaterialproduced265g,466260Actual-Produced,STG06,Material produced,265,g
466261Actual-ProducedMaterialproduced260g,466261Actual-Produced,STG06,Material produced,260,g
466273Actual-ProducedMaterialproduced809g,466273Actual-Produced,STG07,Material produced,809,g
466274Actual-ProducedMaterialproduced806g,466274Actual-Produced,STG07,Material produced,806,g
472836Actual-ProducedMaterialproduced441g,472836Actual-Produced,STG05,Material produced,441,g
472859Actual-ProducedMaterialproduced470g,472859Actual-Produced,STG05,Material produced,470,g
472860Actual-ProducedMaterialproduced463g,472860Actual-Produced,STG05,Material produced,463,g
472861Actual-ProducedMaterialproduced270g,472861Actual-Produced,STG05,Material produced,270,g
472862Actual-ProducedMaterialproduced338g,472862Actual-Produced,STG05,Material produced,338,g
472934Actual-ProducedMaterialproduced526g,472934Actual-Produced,STG05,Material produced,526,g
472935Actual-ProducedMaterialproduced526g,472935Actual-Produced,STG05,Material produced,526,g
472936Actual-ProducedMaterialproduced526g,472936Actual-Produced,STG05,Material produced,526,g
472937Actual-ProducedMaterialproduced526g,472937Actual-Produced,STG05,Material produced,526,g
472970Actual-ProducedMaterialproduced576g,472970Actual-Produced,STG07,Material produced,576,g
472971Actual-ProducedMaterialproduced581g,472971Actual-Produced,STG07,Material produced,581,g
472884Actual-ProducedMaterialproduced455g,472884Actual-Produced,STG05,Material produced,455,g
472885Actual-ProducedMaterialproduced464g,472885Actual-Produced,STG05,Material produced,464,g
472886Actual-ProducedMaterialproduced455g,472886Actual-Produced,STG05,Material produced,455,g
472887Actual-ProducedMaterialproduced464g,472887Actual-Produced,STG05,Material produced,464,g
472972Actual-ProducedMaterialproduced416g,472972Actual-Produced,STG07,Material produced,416,g
472973Actual-ProducedMaterialproduced418g,472973Actual-Produced,STG07,Material produced,418,g
472916Actual-ProducedMaterialproduced925g,472916Actual-Produced,STG06,Material produced,925,g
472917Actual-ProducedMaterialproduced927g,472917Actual-Produced,STG06,Material produced,927,g
472923Actual-ProducedMaterialproduced588g,472923Actual-Produced,STG07,Material produced,588,g
472924Actual-ProducedMaterialproduced585g,472924Actual-Produced,STG07,Material produced,585,g
472925Actual-ProducedMaterialproduced425g,472925Actual-Produced,STG07,Material produced,425,g
472926Actual-ProducedMaterialproduced423g,472926Actual-Produced,STG07,Material produced,423,g
465717Actual-ProducedMaterialproduced540g,465717Actual-Produced,STG07,Material produced,540,g
465718Actual-ProducedMaterialproduced540g,465718Actual-Produced,STG07,Material produced,540,g
465719Actual-ProducedMaterialproduced330g,465719Actual-Produced,STG07,Material produced,330,g
465720Actual-ProducedMaterialproduced340g,465720Actual-Produced,STG07,Material produced,340,g
465808Actual-ProducedMaterialproduced675g,465808Actual-Produced,STG07,Material produced,675,g
465766Actual-ProducedMaterialproduced682g,465766Actual-Produced,STG07,Material produced,682,g
465767Actual-ProducedMaterialproduced670g,465767Actual-Produced,STG07,Material produced,670,g
465768Actual-ProducedMaterialproduced358g,465768Actual-Produced,STG07,Material produced,358,g
465769Actual-ProducedMaterialproduced352g,465769Actual-Produced,STG07,Material produced,352,g
465787Actual-ProducedMaterialproduced610g,465787Actual-Produced,STG05,Material produced,610,g
465788Actual-ProducedMaterialproduced610g,465788Actual-Produced,STG05,Material produced,610,g
465789Actual-ProducedMaterialproduced370g,465789Actual-Produced,STG05,Material produced,370,g
465790Actual-ProducedMaterialproduced370g,465790Actual-Produced,STG05,Material produced,370,g
465758Actual-ProducedMaterialproduced624g,465758Actual-Produced,STG05,Material produced,624,g
465759Actual-ProducedMaterialproduced620g,465759Actual-Produced,STG05,Material produced,620,g
465760Actual-ProducedMaterialproduced407g,465760Actual-Produced,STG05,Material produced,407,g
465761Actual-ProducedMaterialproduced415g,465761Actual-Produced,STG05,Material produced,415,g
465762Actual-ProducedMaterialproduced682g,465762Actual-Produced,STG07,Material produced,682,g
465809Actual-ProducedMaterialproduced679g,465809Actual-Produced,STG07,Material produced,679,g
465810Actual-ProducedMaterialproduced348g,465810Actual-Produced,STG07,Material produced,348,g
465811Actual-ProducedMaterialproduced352g,465811Actual-Produced,STG07,Material produced,352,g
465108Actual-ProducedMaterialproduced475g,465108Actual-Produced,STG05,Material produced,475,g
465109Actual-ProducedMaterialproduced492g,465109Actual-Produced,STG05,Material produced,492,g
465110Actual-ProducedMaterialproduced318g,465110Actual-Produced,STG05,Material produced,318,g
465111Actual-ProducedMaterialproduced328g,465111Actual-Produced,STG05,Material produced,328,g
465129Actual-ProducedMaterialproduced474g,465129Actual-Produced,STG05,Material produced,474,g
465130Actual-ProducedMaterialproduced444g,465130Actual-Produced,STG05,Material produced,444,g
465123Actual-ProducedMaterialproduced633g,465123Actual-Produced,STG07,Material produced,633,g
465124Actual-ProducedMaterialproduced621g,465124Actual-Produced,STG07,Material produced,621,g
465125Actual-ProducedMaterialproduced392g,465125Actual-Produced,STG07,Material produced,392,g
465126Actual-ProducedMaterialproduced389g,465126Actual-Produced,STG07,Material produced,389,g
465131Actual-ProducedMaterialproduced316g,465131Actual-Produced,STG05,Material produced,316,g
465132Actual-ProducedMaterialproduced296g,465132Actual-Produced,STG05,Material produced,296,g
465144Actual-ProducedMaterialproduced552g,465144Actual-Produced,STG07,Material produced,552,g
465145Actual-ProducedMaterialproduced553g,465145Actual-Produced,STG07,Material produced,553,g
465146Actual-ProducedMaterialproduced340g,465146Actual-Produced,STG07,Material produced,340,g
465147Actual-ProducedMaterialproduced336g,465147Actual-Produced,STG07,Material produced,336,g
465139Actual-ProducedMaterialproduced582g,465139Actual-Produced,STG05,Material produced,582,g
465140Actual-ProducedMaterialproduced592g,465140Actual-Produced,STG05,Material produced,592,g
465141Actual-ProducedMaterialproduced392g,465141Actual-Produced,STG05,Material produced,392,g
465142Actual-ProducedMaterialproduced391g,465142Actual-Produced,STG05,Material produced,391,g
465172Actual-ProducedMaterialproduced603g,465172Actual-Produced,STG05,Material produced,603,g
465173Actual-ProducedMaterialproduced617g,465173Actual-Produced,STG05,Material produced,617,g
465174Actual-ProducedMaterialproduced403g,465174Actual-Produced,STG05,Material produced,403,g
465175Actual-ProducedMaterialproduced411g,465175Actual-Produced,STG05,Material produced,411,g
466537Actual-ProducedMaterialproduced1324g,466537Actual-Produced,STG05,Material produced,1324,g
466538Actual-ProducedMaterialproduced1321g,466538Actual-Produced,STG05,Material produced,1321,g
466539Actual-ProducedMaterialproduced720g,466539Actual-Produced,STG06,Material produced,720,g
466540Actual-ProducedMaterialproduced721g,466540Actual-Produced,STG06,Material produced,721,g
466541Actual-ProducedMaterialproduced248g,466541Actual-Produced,STG06,Material produced,248,g
466542Actual-ProducedMaterialproduced251g,466542Actual-Produced,STG06,Material produced,251,g
467803Actual-ProducedMaterialproduced474g,467803Actual-Produced,STG05,Material produced,474,g
467813Actual-ProducedMaterialproduced1150g,467813Actual-Produced,STG07,Material produced,1150,g
467814Actual-ProducedMaterialproduced1130g,467814Actual-Produced,STG07,Material produced,1130,g
467816Actual-ProducedMaterialproduced548g,467816Actual-Produced,STG05,Material produced,548,g
467817Actual-ProducedMaterialproduced473g,467817Actual-Produced,STG05,Material produced,473,g
467818Actual-ProducedMaterialproduced474g,467818Actual-Produced,STG05,Material produced,474,g
466526Actual-ProducedMaterialproduced714g,466526Actual-Produced,STG07,Material produced,714,g
466527Actual-ProducedMaterialproduced757g,466527Actual-Produced,STG07,Material produced,757,g
466528Actual-ProducedMaterialproduced307g,466528Actual-Produced,STG07,Material produced,307,g
466529Actual-ProducedMaterialproduced330g,466529Actual-Produced,STG07,Material produced,330,g
465573Actual-ProducedMaterialproduced809g,465573Actual-Produced,STG05,Material produced,809,g
465574Actual-ProducedMaterialproduced800g,465574Actual-Produced,STG05,Material produced,800,g
465614Actual-ProducedMaterialproduced1040g,465614Actual-Produced,STG05,Material produced,1040,g
465615Actual-ProducedMaterialproduced1050g,465615Actual-Produced,STG05,Material produced,1050,g
465561Actual-ProducedMaterialproduced633g,465561Actual-Produced,STG05,Material produced,633,g
465563Actual-ProducedMaterialproduced618g,465563Actual-Produced,STG05,Material produced,618,g
465564Actual-ProducedMaterialproduced398g,465564Actual-Produced,STG05,Material produced,398,g
465565Actual-ProducedMaterialproduced414g,465565Actual-Produced,STG05,Material produced,414,g
465603Actual-ProducedMaterialproduced1070g,465603Actual-Produced,STG05,Material produced,1070,g
465702Actual-ProducedMaterialproduced610g,465702Actual-Produced,STG05,Material produced,610,g
472733Actual-ProducedMaterialproduced927g,472733Actual-Produced,STG06,Material produced,927,g
472734Actual-ProducedMaterialproduced917g,472734Actual-Produced,STG06,Material produced,917,g
471422Actual-ProducedMaterialproduced1372g,471422Actual-Produced,STG05,Material produced,1372,g
471423Actual-ProducedMaterialproduced1421g,471423Actual-Produced,STG05,Material produced,1421,g
471359Actual-ProducedMaterialproduced815g,471359Actual-Produced,STG06,Material produced,815,g
471360Actual-ProducedMaterialproduced830g,471360Actual-Produced,STG06,Material produced,830,g
471363Actual-ProducedMaterialproduced1315g,471363Actual-Produced,STG07,Material produced,1315,g
471337Actual-ProducedMaterialproduced1419g,471337Actual-Produced,STG05,Material produced,1419,g
471338Actual-ProducedMaterialproduced1417g,471338Actual-Produced,STG05,Material produced,1417,g
471341Actual-ProducedMaterialproduced659g,471341Actual-Produced,STG06,Material produced,659,g
471364Actual-ProducedMaterialproduced1351g,471364Actual-Produced,STG07,Material produced,1351,g
471392Actual-ProducedMaterialproduced1220g,471392Actual-Produced,STG07,Material produced,1220,g
471393Actual-ProducedMaterialproduced1271g,471393Actual-Produced,STG07,Material produced,1271,g
471443Actual-ProducedMaterialproduced800g,471443Actual-Produced,STG06,Material produced,800,g
471444Actual-ProducedMaterialproduced805g,471444Actual-Produced,STG06,Material produced,805,g
471343Actual-ProducedMaterialproduced801g,471343Actual-Produced,STG06,Material produced,801,g
471404Actual-ProducedMaterialproduced820g,471404Actual-Produced,STG06,Material produced,820,g
471405Actual-ProducedMaterialproduced820g,471405Actual-Produced,STG06,Material produced,820,g
465196Actual-ProducedMaterialproduced604g,465196Actual-Produced,STG05,Material produced,604,g
465197Actual-ProducedMaterialproduced606g,465197Actual-Produced,STG05,Material produced,606,g
465198Actual-ProducedMaterialproduced407g,465198Actual-Produced,STG05,Material produced,407,g
465199Actual-ProducedMaterialproduced405g,465199Actual-Produced,STG05,Material produced,405,g
465221Actual-ProducedMaterialproduced631g,465221Actual-Produced,STG05,Material produced,631,g
465222Actual-ProducedMaterialproduced630g,465222Actual-Produced,STG05,Material produced,630,g
465223Actual-ProducedMaterialproduced340g,465223Actual-Produced,STG05,Material produced,340,g
465224Actual-ProducedMaterialproduced341g,465224Actual-Produced,STG05,Material produced,341,g
465249Actual-ProducedMaterialproduced758g,465249Actual-Produced,STG05,Material produced,758,g
465250Actual-ProducedMaterialproduced728g,465250Actual-Produced,STG05,Material produced,728,g
465251Actual-ProducedMaterialproduced393g,465251Actual-Produced,STG05,Material produced,393,g
465252Actual-ProducedMaterialproduced382g,465252Actual-Produced,STG05,Material produced,382,g
465272Actual-ProducedMaterialproduced669g,465272Actual-Produced,STG05,Material produced,669,g
465273Actual-ProducedMaterialproduced677g,465273Actual-Produced,STG05,Material produced,677,g
465274Actual-ProducedMaterialproduced331g,465274Actual-Produced,STG05,Material produced,331,g
465275Actual-ProducedMaterialproduced335g,465275Actual-Produced,STG05,Material produced,335,g
467831Actual-ProducedMaterialproduced544g,467831Actual-Produced,STG05,Material produced,544,g
467832Actual-ProducedMaterialproduced464g,467832Actual-Produced,STG05,Material produced,464,g
467833Actual-ProducedMaterialproduced465g,467833Actual-Produced,STG05,Material produced,465,g
467856Actual-ProducedMaterialproduced6RL,467856Actual-Produced,STG06,Material produced,6,RL
467868Actual-ProducedMaterialproduced189g,467868Actual-Produced,STG07,Material produced,189,g
467869Actual-ProducedMaterialproduced80g,467869Actual-Produced,STG07,Material produced,80,g
467840Actual-ProducedMaterialproduced6RL,467840Actual-Produced,STG06,Material produced,6,RL
467841Actual-ProducedMaterialproduced670g,467841Actual-Produced,STG07,Material produced,670,g
467842Actual-ProducedMaterialproduced674g,467842Actual-Produced,STG07,Material produced,674,g
467850Actual-ProducedMaterialproduced574g,467850Actual-Produced,STG07,Material produced,574,g
467851Actual-ProducedMaterialproduced573g,467851Actual-Produced,STG07,Material produced,573,g
467857Actual-ProducedMaterialproduced544g,467857Actual-Produced,STG05,Material produced,544,g
467858Actual-ProducedMaterialproduced545g,467858Actual-Produced,STG05,Material produced,545,g
467859Actual-ProducedMaterialproduced464g,467859Actual-Produced,STG05,Material produced,464,g
467860Actual-ProducedMaterialproduced465g,467860Actual-Produced,STG05,Material produced,465,g
467889Actual-ProducedMaterialproduced572g,467889Actual-Produced,STG05,Material produced,572,g
467898Actual-ProducedMaterialproduced825g,467898Actual-Produced,STG07,Material produced,825,g
467899Actual-ProducedMaterialproduced835g,467899Actual-Produced,STG07,Material produced,835,g
467900Actual-ProducedMaterialproduced360g,467900Actual-Produced,STG07,Material produced,360,g
467901Actual-ProducedMaterialproduced362g,467901Actual-Produced,STG07,Material produced,362,g
467911Actual-ProducedMaterialproduced551g,467911Actual-Produced,STG06,Material produced,551,g
467912Actual-ProducedMaterialproduced500g,467912Actual-Produced,STG06,Material produced,500,g
467890Actual-ProducedMaterialproduced572g,467890Actual-Produced,STG05,Material produced,572,g
467891Actual-ProducedMaterialproduced488g,467891Actual-Produced,STG05,Material produced,488,g
467892Actual-ProducedMaterialproduced488g,467892Actual-Produced,STG05,Material produced,488,g
467961Actual-ProducedMaterialproduced743g,467961Actual-Produced,STG06,Material produced,743,g
467962Actual-ProducedMaterialproduced738g,467962Actual-Produced,STG06,Material produced,738,g
467963Actual-ProducedMaterialproduced493g,467963Actual-Produced,STG06,Material produced,493,g
467964Actual-ProducedMaterialproduced499g,467964Actual-Produced,STG06,Material produced,499,g
467919Actual-ProducedMaterialproduced586g,467919Actual-Produced,STG05,Material produced,586,g
467920Actual-ProducedMaterialproduced580g,467920Actual-Produced,STG05,Material produced,580,g
467921Actual-ProducedMaterialproduced500g,467921Actual-Produced,STG05,Material produced,500,g
467922Actual-ProducedMaterialproduced497g,467922Actual-Produced,STG05,Material produced,497,g
478737Actual-ProducedMaterialproduced635g,478737Actual-Produced,STG05,Material produced,635,g
478738Actual-ProducedMaterialproduced635g,478738Actual-Produced,STG05,Material produced,635,g
478739Actual-ProducedMaterialproduced390g,478739Actual-Produced,STG05,Material produced,390,g
478740Actual-ProducedMaterialproduced390g,478740Actual-Produced,STG05,Material produced,390,g
478750Actual-ProducedMaterialproduced620g,478750Actual-Produced,STG05,Material produced,620,g
478751Actual-ProducedMaterialproduced620g,478751Actual-Produced,STG05,Material produced,620,g
478752Actual-ProducedMaterialproduced385g,478752Actual-Produced,STG05,Material produced,385,g
478753Actual-ProducedMaterialproduced385g,478753Actual-Produced,STG05,Material produced,385,g
478756Actual-ProducedMaterialproduced632g,478756Actual-Produced,STG06,Material produced,632,g
478757Actual-ProducedMaterialproduced636g,478757Actual-Produced,STG06,Material produced,636,g
478758Actual-ProducedMaterialproduced387g,478758Actual-Produced,STG06,Material produced,387,g
478759Actual-ProducedMaterialproduced392g,478759Actual-Produced,STG06,Material produced,392,g
478760Actual-ProducedMaterialproduced730g,478760Actual-Produced,STG07,Material produced,730,g
478780Actual-ProducedMaterialproduced628g,478780Actual-Produced,STG06,Material produced,628,g
478781Actual-ProducedMaterialproduced631g,478781Actual-Produced,STG06,Material produced,631,g
478783Actual-ProducedMaterialproduced387g,478783Actual-Produced,STG06,Material produced,387,g
478784Actual-ProducedMaterialproduced387g,478784Actual-Produced,STG06,Material produced,387,g
480004Actual-ProducedMaterialproduced559g,480004Actual-Produced,STG05,Material produced,559,g
480006Actual-ProducedMaterialproduced479g,480006Actual-Produced,STG05,Material produced,479,g
478761Actual-ProducedMaterialproduced700g,478761Actual-Produced,STG07,Material produced,700,g
478763Actual-ProducedMaterialproduced313g,478763Actual-Produced,STG07,Material produced,313,g
478764Actual-ProducedMaterialproduced300g,478764Actual-Produced,STG07,Material produced,300,g
478774Actual-ProducedMaterialproduced580g,478774Actual-Produced,STG05,Material produced,580,g
478775Actual-ProducedMaterialproduced580g,478775Actual-Produced,STG05,Material produced,580,g
478777Actual-ProducedMaterialproduced355g,478777Actual-Produced,STG05,Material produced,355,g
478778Actual-ProducedMaterialproduced355g,478778Actual-Produced,STG05,Material produced,355,g
480048Actual-ProducedMaterialproduced296g,480048Actual-Produced,STG07,Material produced,296,g
480049Actual-ProducedMaterialproduced297g,480049Actual-Produced,STG07,Material produced,297,g
480068Actual-ProducedMaterialproduced589g,480068Actual-Produced,STG05,Material produced,589,g
480069Actual-ProducedMaterialproduced569g,480069Actual-Produced,STG05,Material produced,569,g
480070Actual-ProducedMaterialproduced481g,480070Actual-Produced,STG05,Material produced,481,g
480071Actual-ProducedMaterialproduced479g,480071Actual-Produced,STG05,Material produced,479,g
480008Actual-ProducedMaterialproduced634g,480008Actual-Produced,STG07,Material produced,634,g
480009Actual-ProducedMaterialproduced648g,480009Actual-Produced,STG07,Material produced,648,g
480010Actual-ProducedMaterialproduced392g,480010Actual-Produced,STG07,Material produced,392,g
480011Actual-ProducedMaterialproduced400g,480011Actual-Produced,STG07,Material produced,400,g
480031Actual-ProducedMaterialproduced481g,480031Actual-Produced,STG05,Material produced,481,g
488161Actual-ProducedMaterialproduced1068g,488161Actual-Produced,STG07,Material produced,1068,g
488162Actual-ProducedMaterialproduced1077g,488162Actual-Produced,STG07,Material produced,1077,g
488188Actual-ProducedMaterialproduced950g,488188Actual-Produced,STG04,Material produced,950,g
488189Actual-ProducedMaterialproduced940g,488189Actual-Produced,STG04,Material produced,940,g
488203Actual-ProducedMaterialproduced625g,488203Actual-Produced,STG04,Material produced,625,g
488204Actual-ProducedMaterialproduced625g,488204Actual-Produced,STG04,Material produced,625,g
488215Actual-ProducedMaterialproduced318g,488215Actual-Produced,STG05,Material produced,318,g
488218Actual-ProducedMaterialproduced1150g,488218Actual-Produced,STG06,Material produced,1150,g
488219Actual-ProducedMaterialproduced1150g,488219Actual-Produced,STG06,Material produced,1150,g
488220Actual-ProducedMaterialproduced968g,488220Actual-Produced,STG07,Material produced,968,g
488222Actual-ProducedMaterialproduced970g,488222Actual-Produced,STG07,Material produced,970,g
488238Actual-ProducedMaterialproduced713g,488238Actual-Produced,STG05,Material produced,713,g
488239Actual-ProducedMaterialproduced714g,488239Actual-Produced,STG05,Material produced,714,g
488240Actual-ProducedMaterialproduced314g,488240Actual-Produced,STG05,Material produced,314,g
488241Actual-ProducedMaterialproduced314g,488241Actual-Produced,STG05,Material produced,314,g
490020Actual-ProducedMaterialproduced825g,490020Actual-Produced,STG04,Material produced,825,g
490021Actual-ProducedMaterialproduced825g,490021Actual-Produced,STG04,Material produced,825,g
490023Actual-ProducedMaterialproduced835g,490023Actual-Produced,STG06,Material produced,835,g
490024Actual-ProducedMaterialproduced841g,490024Actual-Produced,STG06,Material produced,841,g
490061Actual-ProducedMaterialproduced854g,490061Actual-Produced,STG04,Material produced,854,g
490062Actual-ProducedMaterialproduced858g,490062Actual-Produced,STG04,Material produced,858,g
490089Actual-ProducedMaterialproduced825g,490089Actual-Produced,STG06,Material produced,825,g
490090Actual-ProducedMaterialproduced836g,490090Actual-Produced,STG06,Material produced,836,g
490069Actual-ProducedMaterialproduced861g,490069Actual-Produced,STG06,Material produced,861,g
490070Actual-ProducedMaterialproduced858g,490070Actual-Produced,STG06,Material produced,858,g
490075Actual-ProducedMaterialproduced1363g,490075Actual-Produced,STG05,Material produced,1363,g
490076Actual-ProducedMaterialproduced1367g,490076Actual-Produced,STG05,Material produced,1367,g
490091Actual-ProducedMaterialproduced858g,490091Actual-Produced,STG04,Material produced,858,g
490092Actual-ProducedMaterialproduced859g,490092Actual-Produced,STG04,Material produced,859,g
490100Actual-ProducedMaterialproduced1360g,490100Actual-Produced,STG05,Material produced,1360,g
490101Actual-ProducedMaterialproduced1355g,490101Actual-Produced,STG05,Material produced,1355,g
490109Actual-ProducedMaterialproduced795g,490109Actual-Produced,STG06,Material produced,795,g
490110Actual-ProducedMaterialproduced810g,490110Actual-Produced,STG06,Material produced,810,g
490151Actual-ProducedMaterialproduced828g,490151Actual-Produced,STG06,Material produced,828,g
490152Actual-ProducedMaterialproduced823g,490152Actual-Produced,STG06,Material produced,823,g
480102Actual-ProducedMaterialproduced890g,480102Actual-Produced,STG06,Material produced,890,g
480106Actual-ProducedMaterialproduced533g,480106Actual-Produced,STG05,Material produced,533,g
480107Actual-ProducedMaterialproduced561g,480107Actual-Produced,STG05,Material produced,561,g
480108Actual-ProducedMaterialproduced481g,480108Actual-Produced,STG05,Material produced,481,g
480109Actual-ProducedMaterialproduced480g,480109Actual-Produced,STG05,Material produced,480,g
480121Actual-ProducedMaterialproduced628g,480121Actual-Produced,STG07,Material produced,628,g
480122Actual-ProducedMaterialproduced623g,480122Actual-Produced,STG07,Material produced,623,g
480123Actual-ProducedMaterialproduced384g,480123Actual-Produced,STG07,Material produced,384,g
480124Actual-ProducedMaterialproduced384g,480124Actual-Produced,STG07,Material produced,384,g
480130Actual-ProducedMaterialproduced910g,480130Actual-Produced,STG06,Material produced,910,g
480131Actual-ProducedMaterialproduced910g,480131Actual-Produced,STG06,Material produced,910,g
480146Actual-ProducedMaterialproduced568g,480146Actual-Produced,STG05,Material produced,568,g
480147Actual-ProducedMaterialproduced565g,480147Actual-Produced,STG05,Material produced,565,g
480148Actual-ProducedMaterialproduced485g,480148Actual-Produced,STG05,Material produced,485,g
480155Actual-ProducedMaterialproduced479g,480155Actual-Produced,STG07,Material produced,479,g
480156Actual-ProducedMaterialproduced474g,480156Actual-Produced,STG07,Material produced,474,g
480149Actual-ProducedMaterialproduced483g,480149Actual-Produced,STG05,Material produced,483,g
480247Actual-ProducedMaterialproduced148g,480247Actual-Produced,STG07,Material produced,148,g
480248Actual-ProducedMaterialproduced98g,480248Actual-Produced,STG07,Material produced,98,g
480249Actual-ProducedMaterialproduced97g,480249Actual-Produced,STG07,Material produced,97,g
480217Actual-ProducedMaterialproduced716g,480217Actual-Produced,STG05,Material produced,716,g
480158Actual-ProducedMaterialproduced297g,480158Actual-Produced,STG07,Material produced,297,g
480159Actual-ProducedMaterialproduced295g,480159Actual-Produced,STG07,Material produced,295,g
480171Actual-ProducedMaterialproduced565g,480171Actual-Produced,STG05,Material produced,565,g
483099Actual-ProducedMaterialproduced873g,483099Actual-Produced,STG06,Material produced,873,g
483100Actual-ProducedMaterialproduced872g,483100Actual-Produced,STG06,Material produced,872,g
483128Actual-ProducedMaterialproduced914g,483128Actual-Produced,STG06,Material produced,914,g
483129Actual-ProducedMaterialproduced900g,483129Actual-Produced,STG06,Material produced,900,g
483137Actual-ProducedMaterialproduced1030g,483137Actual-Produced,STG04,Material produced,1030,g
483062Actual-ProducedMaterialproduced800g,483062Actual-Produced,STG04,Material produced,800,g
483174Actual-ProducedMaterialproduced1040g,483174Actual-Produced,STG04,Material produced,1040,g
483175Actual-ProducedMaterialproduced1040g,483175Actual-Produced,STG04,Material produced,1040,g
483177Actual-ProducedMaterialproduced744g,483177Actual-Produced,STG07,Material produced,744,g
483178Actual-ProducedMaterialproduced747g,483178Actual-Produced,STG07,Material produced,747,g
483179Actual-ProducedMaterialproduced322g,483179Actual-Produced,STG07,Material produced,322,g
483161Actual-ProducedMaterialproduced873g,483161Actual-Produced,STG06,Material produced,873,g
483162Actual-ProducedMaterialproduced881g,483162Actual-Produced,STG06,Material produced,881,g
483194Actual-ProducedMaterialproduced800g,483194Actual-Produced,STG04,Material produced,800,g
483195Actual-ProducedMaterialproduced805g,483195Actual-Produced,STG04,Material produced,805,g
483201Actual-ProducedMaterialproduced385g,483201Actual-Produced,STG06,Material produced,385,g
483105Actual-ProducedMaterialproduced742g,483105Actual-Produced,STG07,Material produced,742,g
483106Actual-ProducedMaterialproduced757g,483106Actual-Produced,STG07,Material produced,757,g
483107Actual-ProducedMaterialproduced326g,483107Actual-Produced,STG07,Material produced,326,g
483108Actual-ProducedMaterialproduced331g,483108Actual-Produced,STG07,Material produced,331,g
483139Actual-ProducedMaterialproduced757g,483139Actual-Produced,STG07,Material produced,757,g
483140Actual-ProducedMaterialproduced750g,483140Actual-Produced,STG07,Material produced,750,g
483141Actual-ProducedMaterialproduced330g,483141Actual-Produced,STG07,Material produced,330,g
483142Actual-ProducedMaterialproduced324g,483142Actual-Produced,STG07,Material produced,324,g
483112Actual-ProducedMaterialproduced1090g,483112Actual-Produced,STG04,Material produced,1090,g
483113Actual-ProducedMaterialproduced1090g,483113Actual-Produced,STG04,Material produced,1090,g
483115Actual-ProducedMaterialproduced725g,483115Actual-Produced,STG05,Material produced,725,g
483180Actual-ProducedMaterialproduced322g,483180Actual-Produced,STG07,Material produced,322,g
483202Actual-ProducedMaterialproduced385g,483202Actual-Produced,STG06,Material produced,385,g
483620Actual-ProducedMaterialproduced620g,483620Actual-Produced,STG05,Material produced,620,g
483621Actual-ProducedMaterialproduced310g,483621Actual-Produced,STG05,Material produced,310,g
483624Actual-ProducedMaterialproduced330g,483624Actual-Produced,STG05,Material produced,330,g
483607Actual-ProducedMaterialproduced965g,483607Actual-Produced,STG04,Material produced,965,g
483608Actual-ProducedMaterialproduced965g,483608Actual-Produced,STG04,Material produced,965,g
483611Actual-ProducedMaterialproduced844g,483611Actual-Produced,STG06,Material produced,844,g
483612Actual-ProducedMaterialproduced832g,483612Actual-Produced,STG06,Material produced,832,g
483613Actual-ProducedMaterialproduced893g,483613Actual-Produced,STG07,Material produced,893,g
483614Actual-ProducedMaterialproduced889g,483614Actual-Produced,STG07,Material produced,889,g
483664Actual-ProducedMaterialproduced861g,483664Actual-Produced,STG06,Material produced,861,g
483670Actual-ProducedMaterialproduced820g,483670Actual-Produced,STG06,Material produced,820,g
483671Actual-ProducedMaterialproduced834g,483671Actual-Produced,STG06,Material produced,834,g
483693Actual-ProducedMaterialproduced680g,483693Actual-Produced,STG05,Material produced,680,g
483694Actual-ProducedMaterialproduced691g,483694Actual-Produced,STG05,Material produced,691,g
483695Actual-ProducedMaterialproduced364g,483695Actual-Produced,STG05,Material produced,364,g
483696Actual-ProducedMaterialproduced368g,483696Actual-Produced,STG05,Material produced,368,g
483629Actual-ProducedMaterialproduced625g,483629Actual-Produced,STG05,Material produced,625,g
483706Actual-ProducedMaterialproduced948g,483706Actual-Produced,STG06,Material produced,948,g
483707Actual-ProducedMaterialproduced951g,483707Actual-Produced,STG06,Material produced,951,g
483719Actual-ProducedMaterialproduced658g,483719Actual-Produced,STG05,Material produced,658,g
