PrimaryKey,id,description,effectiveTimestamp,operationsType,enterpriseFunction,category
143876-BREADBLAST05,143876-BREADBLAST05,Air Pocket Defect,2023-03-08T08:51:18,Maintenance,Maintenance management,Production Interruption
143884-BREADBLAST05,143884-BREADBLAST05,Air Pocket Defect,2023-03-08T10:11:51,Maintenance,Maintenance management,Production Interruption
146077-BREADBLAST07,146077-BREADBLAST07,Air Pocket Defect,2023-03-19T08:17:00,Maintenance,Maintenance management,Production Interruption
146065-BREADBLAST05,146065-BREADBLAST05,Air Pocket Defect,2023-03-19T03:26:44,Maintenance,Maintenance management,Production Interruption
146081-BREADBLAST06,146081-BREADBLAST06,Oven Ventilation Check,2023-03-19T10:31:50,Maintenance,Maintenance management,Production Interruption
146080-BREADBLAST06,146080-BREADBLAST06,Oven Ventilation Check,2023-03-19T10:09:57,Maintenance,Maintenance management,Production Interruption
152029-BREADBLAST06,152029-BREADBLAST06,Oven Ventilation Check,2023-04-23T05:51:56,Maintenance,Maintenance management,Production Interruption
152042-BREADBLAST06,152042-BREADBLAST06,Oven Ventilation Check,2023-04-23T08:16:08,Maintenance,Maintenance management,Production Interruption
152079-BREADBLAST06,152079-BREADBLAST06,Air Pocket Defect,2023-04-23T12:28:31,Maintenance,Maintenance management,Production Interruption
152103-BREADBLAST06,152103-BREADBLAST06,Air Pocket Defect,2023-04-23T16:51:15,Maintenance,Maintenance management,Production Interruption
152109-BREADBLAST06,152109-BREADBLAST06,Air Pocket Defect,2023-04-23T17:43:28,Maintenance,Maintenance management,Production Interruption
142546-BREADBLAST05,142546-BREADBLAST05,Production Planning,2023-02-23T01:00:00,Maintenance,Maintenance management,On Hold
142558-BREADBLAST06,142558-BREADBLAST06,Air Pocket Defect,2023-02-23T05:38:23,Maintenance,Maintenance management,Production Interruption
142567-BREADBLAST04,142567-BREADBLAST04,Air Pocket Defect,2023-02-23T06:58:41,Maintenance,Maintenance management,Production Interruption
142575-BREADBLAST07,142575-BREADBLAST07,Air Pocket Defect,2023-02-23T01:00:00,Maintenance,Maintenance management,Production Interruption
142576-BREADBLAST07,142576-BREADBLAST07,Air Pocket Defect,2023-02-23T06:05:00,Maintenance,Maintenance management,Production Interruption
142590-BREADBLAST07,142590-BREADBLAST07,Air Pocket Defect,2023-02-23T09:30:00,Maintenance,Maintenance management,Production Interruption
142591-BREADBLAST07,142591-BREADBLAST07,Air Pocket Defect,2023-02-23T10:15:00,Maintenance,Maintenance management,Production Interruption
142601-BREADBLAST06,142601-BREADBLAST06,Product/Size/Shape,2023-02-23T05:35:00,Maintenance,Maintenance management,Recipe Transition
142604-BREADBLAST04,142604-BREADBLAST04,Air Pocket Defect,2023-02-23T12:58:10,Maintenance,Maintenance management,Production Interruption
142605-BREADBLAST04,142605-BREADBLAST04,Air Pocket Defect,2023-02-23T12:58:10,Maintenance,Maintenance management,Production Interruption
142627-BREADBLAST06,142627-BREADBLAST06,Air Pocket Defect,2023-02-23T15:42:48,Maintenance,Maintenance management,Production Interruption
155487-BREADBLAST06,155487-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155488-BREADBLAST06,155488-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155489-BREADBLAST06,155489-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155490-BREADBLAST06,155490-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155491-BREADBLAST06,155491-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155492-BREADBLAST06,155492-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155493-BREADBLAST06,155493-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155494-BREADBLAST06,155494-BREADBLAST06,Proofer Beam,2023-05-13T05:51:39,Maintenance,Maintenance management,Machine Malfunction
155499-BREADBLAST06,155499-BREADBLAST06,Proofer Beam,2023-05-16T15:44:52,Maintenance,Maintenance management,Machine Malfunction
155508-BREADBLAST06,155508-BREADBLAST06,Proofer Beam,2023-05-16T16:51:10,Maintenance,Maintenance management,Machine Malfunction
155536-BREADBLAST06,155536-BREADBLAST06,Air Pocket Defect,2023-05-16T20:39:32,Maintenance,Maintenance management,Production Interruption
155556-BREADBLAST06,155556-BREADBLAST06,Air Pocket Defect,2023-05-16T23:46:42,Maintenance,Maintenance management,Production Interruption
155557-BREADBLAST06,155557-BREADBLAST06,Air Pocket Defect,2023-05-16T23:46:42,Maintenance,Maintenance management,Production Interruption
155523-BREADBLAST06,155523-BREADBLAST06,Air Pocket Defect,2023-05-16T19:03:06,Maintenance,Maintenance management,Production Interruption
155569-BREADBLAST06,155569-BREADBLAST06,Air Pocket Defect,2023-05-17T01:22:07,Maintenance,Maintenance management,Production Interruption
155571-BREADBLAST04,155571-BREADBLAST04,Proofer Beam,2023-05-17T00:00:00,Maintenance,Maintenance management,Machine Malfunction
155574-BREADBLAST06,155574-BREADBLAST06,Air Pocket Defect,2023-05-17T01:50:09,Maintenance,Maintenance management,Production Interruption
155576-BREADBLAST06,155576-BREADBLAST06,Air Pocket Defect,2023-05-17T02:54:42,Maintenance,Maintenance management,Production Interruption
155587-BREADBLAST06,155587-BREADBLAST06,Air Pocket Defect,2023-05-17T04:23:25,Maintenance,Maintenance management,Production Interruption
155540-BREADBLAST06,155540-BREADBLAST06,Air Pocket Defect,2023-05-16T21:05:12,Maintenance,Maintenance management,Production Interruption
155583-BREADBLAST05,155583-BREADBLAST05,Oven Ventilation Check,2023-05-17T03:15:43,Maintenance,Maintenance management,Production Interruption
155615-BREADBLAST06,155615-BREADBLAST06,Air Pocket Defect,2023-05-17T14:13:06,Maintenance,Maintenance management,Production Interruption
155551-BREADBLAST06,155551-BREADBLAST06,Air Pocket Defect,2023-05-16T22:22:27,Maintenance,Maintenance management,Production Interruption
155632-BREADBLAST06,155632-BREADBLAST06,Product/Size/Shape,2023-05-17T17:51:35,Maintenance,Maintenance management,Recipe Transition
146044-BREADBLAST05,146044-BREADBLAST05,Oven Ventilation Check,2023-03-18T23:22:40,Maintenance,Maintenance management,Production Interruption
145996-BREADBLAST06,145996-BREADBLAST06,Oven Ventilation Check,2023-03-18T13:41:07,Maintenance,Maintenance management,Production Interruption
146000-BREADBLAST05,146000-BREADBLAST05,Recipe Completion,2023-03-18T14:38:35,Maintenance,Maintenance management,Production Interruption
146051-BREADBLAST05,146051-BREADBLAST05,Oven Ventilation Check,2023-03-18T23:54:40,Maintenance,Maintenance management,Production Interruption
146052-BREADBLAST05,146052-BREADBLAST05,Oven Ventilation Check,2023-03-18T23:54:40,Maintenance,Maintenance management,Production Interruption
161515-BREADBLAST05,161515-BREADBLAST05,Oven Partially Open,2023-06-14T15:00:30,Maintenance,Maintenance management,Machine Malfunction
161574-BREADBLAST04,161574-BREADBLAST04,Air Pocket Defect,2023-06-15T01:30:49,Maintenance,Maintenance management,Production Interruption
161586-BREADBLAST07,161586-BREADBLAST07,Air Pocket Defect,2023-06-15T03:30:16,Maintenance,Maintenance management,Production Interruption
161517-BREADBLAST06,161517-BREADBLAST06,Product/Size/Shape,2023-06-14T18:29:15,Maintenance,Maintenance management,Recipe Transition
161519-BREADBLAST05,161519-BREADBLAST05,Oven Partially Open,2023-06-14T18:25:09,Maintenance,Maintenance management,Machine Malfunction
161521-BREADBLAST06,161521-BREADBLAST06,Product/Size/Shape,2023-06-14T18:46:26,Maintenance,Maintenance management,Recipe Transition
161527-BREADBLAST05,161527-BREADBLAST05,Oven Partially Open,2023-06-14T18:46:33,Maintenance,Maintenance management,Machine Malfunction
161529-BREADBLAST05,161529-BREADBLAST05,Thickness Inconsistency,2023-06-14T19:12:41,Maintenance,Maintenance management,Production Interruption
161563-BREADBLAST04,161563-BREADBLAST04,Air Pocket Defect,2023-06-15T00:35:59,Maintenance,Maintenance management,Production Interruption
161600-BREADBLAST07,161600-BREADBLAST07,Air Pocket Defect,2023-06-15T05:19:22,Maintenance,Maintenance management,Production Interruption
161576-BREADBLAST06,161576-BREADBLAST06,Product/Size/Shape,2023-06-15T02:13:00,Maintenance,Maintenance management,Recipe Transition
161607-BREADBLAST07,161607-BREADBLAST07,Air Pocket Defect,2023-06-15T06:00:21,Maintenance,Maintenance management,Production Interruption
161566-BREADBLAST04,161566-BREADBLAST04,Oven Ventilation Check,2023-06-15T00:38:16,Maintenance,Maintenance management,Production Interruption
161631-BREADBLAST05,161631-BREADBLAST05,Air Pocket Defect,2023-06-15T11:23:45,Maintenance,Maintenance management,Production Interruption
161567-BREADBLAST04,161567-BREADBLAST04,Oven Ventilation Check,2023-06-15T00:59:50,Maintenance,Maintenance management,Production Interruption
147990-BREADBLAST04,147990-BREADBLAST04,Air Pocket Defect,2023-03-29T07:18:57,Maintenance,Maintenance management,Production Interruption
147997-BREADBLAST05,147997-BREADBLAST05,Oven Ventilation Check,2023-03-29T08:42:43,Maintenance,Maintenance management,Production Interruption
147999-BREADBLAST05,147999-BREADBLAST05,Oven Ventilation Check,2023-03-29T09:03:01,Maintenance,Maintenance management,Production Interruption
148033-BREADBLAST04,148033-BREADBLAST04,Oven Ventilation Check,2023-03-29T14:26:28,Maintenance,Maintenance management,Production Interruption
148034-BREADBLAST04,148034-BREADBLAST04,Product/Size/Shape,2023-03-29T14:54:47,Maintenance,Maintenance management,Recipe Transition
148044-BREADBLAST04,148044-BREADBLAST04,Oven Ventilation Check,2023-03-29T16:43:42,Maintenance,Maintenance management,Production Interruption
148045-BREADBLAST04,148045-BREADBLAST04,Oven Ventilation Check,2023-03-29T17:04:28,Maintenance,Maintenance management,Production Interruption
148050-BREADBLAST05,148050-BREADBLAST05,Oven Ventilation Check,2023-03-29T14:26:56,Maintenance,Maintenance management,Production Interruption
148054-BREADBLAST05,148054-BREADBLAST05,Shift End Cleaning,2023-03-29T17:46:59,Maintenance,Maintenance management,Ready / Close Operations
148055-BREADBLAST05,148055-BREADBLAST05,Oven Ventilation Check,2023-03-29T18:07:25,Maintenance,Maintenance management,Production Interruption
148058-BREADBLAST05,148058-BREADBLAST05,Staff Training,2023-03-29T18:54:26,Maintenance,Maintenance management,Reduced Output
148064-BREADBLAST04,148064-BREADBLAST04,Oven Ventilation Check,2023-03-29T20:04:11,Maintenance,Maintenance management,Production Interruption
148065-BREADBLAST04,148065-BREADBLAST04,Oven Ventilation Check,2023-03-29T20:27:03,Maintenance,Maintenance management,Production Interruption
148067-BREADBLAST05,148067-BREADBLAST05,Air Pocket Defect,2023-03-29T20:38:13,Maintenance,Maintenance management,Production Interruption
148070-BREADBLAST04,148070-BREADBLAST04,Air Pocket Defect,2023-03-29T20:59:01,Maintenance,Maintenance management,Production Interruption
148182-BREADBLAST04,148182-BREADBLAST04,Air Pocket Defect,2023-03-31T00:34:17,Maintenance,Maintenance management,Production Interruption
148170-BREADBLAST04,148170-BREADBLAST04,Air Pocket Defect,2023-03-30T23:01:36,Maintenance,Maintenance management,Production Interruption
148197-BREADBLAST04,148197-BREADBLAST04,Air Pocket Defect,2023-03-31T03:55:15,Maintenance,Maintenance management,Production Interruption
148199-BREADBLAST04,148199-BREADBLAST04,Air Pocket Defect,2023-03-31T04:16:34,Maintenance,Maintenance management,Production Interruption
148155-BREADBLAST04,148155-BREADBLAST04,Air Pocket Defect,2023-03-30T19:37:49,Maintenance,Maintenance management,Production Interruption
148159-BREADBLAST04,148159-BREADBLAST04,Air Pocket Defect,2023-03-30T20:52:54,Maintenance,Maintenance management,Production Interruption
162646-BREADBLAST05,162646-BREADBLAST05,Air Pocket Defect,2023-06-23T11:25:50,Maintenance,Maintenance management,Production Interruption
162647-BREADBLAST05,162647-BREADBLAST05,Air Pocket Defect,2023-06-23T11:47:17,Maintenance,Maintenance management,Production Interruption
162659-BREADBLAST05,162659-BREADBLAST05,Air Pocket Defect,2023-06-23T12:51:41,Maintenance,Maintenance management,Production Interruption
162674-BREADBLAST06,162674-BREADBLAST06,Product/Size/Shape,2023-06-23T15:09:42,Maintenance,Maintenance management,Recipe Transition
162683-BREADBLAST06,162683-BREADBLAST06,Water Supply Issue,2023-06-23T16:15:13,Maintenance,Maintenance management,Machine Malfunction
162673-BREADBLAST06,162673-BREADBLAST06,Product/Size/Shape,2023-06-23T14:45:20,Maintenance,Maintenance management,Recipe Transition
162671-BREADBLAST06,162671-BREADBLAST06,Product/Size/Shape,2023-06-23T14:17:20,Maintenance,Maintenance management,Recipe Transition
162678-BREADBLAST05,162678-BREADBLAST05,Air Pocket Defect,2023-06-23T15:41:35,Maintenance,Maintenance management,Production Interruption
162694-BREADBLAST06,162694-BREADBLAST06,Water Supply Issue,2023-06-23T18:09:52,Maintenance,Maintenance management,Machine Malfunction
162692-BREADBLAST06,162692-BREADBLAST06,Water Supply Issue,2023-06-23T16:39:02,Maintenance,Maintenance management,Machine Malfunction
142453-BREADBLAST04,142453-BREADBLAST04,Air Pocket Defect,2023-02-22T10:46:29,Maintenance,Maintenance management,Production Interruption
142463-BREADBLAST07,142463-BREADBLAST07,Air Pocket Defect,2023-02-22T02:05:00,Maintenance,Maintenance management,Production Interruption
142464-BREADBLAST07,142464-BREADBLAST07,Air Pocket Defect,2023-02-22T06:00:00,Maintenance,Maintenance management,Production Interruption
142465-BREADBLAST07,142465-BREADBLAST07,Air Pocket Defect,2023-02-22T08:23:00,Maintenance,Maintenance management,Production Interruption
142478-BREADBLAST06,142478-BREADBLAST06,Air Pocket Defect,2023-02-22T15:46:47,Maintenance,Maintenance management,Production Interruption
142487-BREADBLAST04,142487-BREADBLAST04,Air Pocket Defect,2023-02-22T17:15:13,Maintenance,Maintenance management,Production Interruption
154527-BREADBLAST04,154527-BREADBLAST04,Air Pocket Defect,2023-05-09T16:17:05,Maintenance,Maintenance management,Production Interruption
154537-BREADBLAST04,154537-BREADBLAST04,Air Pocket Defect,2023-05-09T17:46:38,Maintenance,Maintenance management,Production Interruption
154558-BREADBLAST04,154558-BREADBLAST04,Air Pocket Defect,2023-05-09T20:18:24,Maintenance,Maintenance management,Production Interruption
154560-BREADBLAST06,154560-BREADBLAST06,Product/Size/Shape,2023-05-09T20:43:58,Maintenance,Maintenance management,Recipe Transition
154570-BREADBLAST05,154570-BREADBLAST05,Oven Ventilation Check,2023-05-09T21:38:29,Maintenance,Maintenance management,Production Interruption
154571-BREADBLAST05,154571-BREADBLAST05,Oven Ventilation Check,2023-05-09T22:08:01,Maintenance,Maintenance management,Production Interruption
154529-BREADBLAST04,154529-BREADBLAST04,Air Pocket Defect,2023-05-09T16:38:41,Maintenance,Maintenance management,Production Interruption
154535-BREADBLAST04,154535-BREADBLAST04,Staff Training,2023-05-09T17:24:35,Maintenance,Maintenance management,Ready / Close Operations
154542-BREADBLAST04,154542-BREADBLAST04,Staff Training,2023-05-09T18:10:13,Maintenance,Maintenance management,Ready / Close Operations
154580-BREADBLAST04,154580-BREADBLAST04,Air Pocket Defect,2023-05-09T23:32:38,Maintenance,Maintenance management,Production Interruption
154575-BREADBLAST04,154575-BREADBLAST04,Staff Training,2023-05-09T22:36:41,Maintenance,Maintenance management,Ready / Close Operations
154577-BREADBLAST04,154577-BREADBLAST04,Product/Size/Shape,2023-05-09T22:59:38,Maintenance,Maintenance management,Recipe Transition
154590-BREADBLAST04,154590-BREADBLAST04,Air Pocket Defect,2023-05-09T23:54:01,Maintenance,Maintenance management,Production Interruption
154591-BREADBLAST04,154591-BREADBLAST04,Air Pocket Defect,2023-05-09T23:54:01,Maintenance,Maintenance management,Production Interruption
154597-BREADBLAST04,154597-BREADBLAST04,Air Pocket Defect,2023-05-10T00:14:18,Maintenance,Maintenance management,Production Interruption
154603-BREADBLAST04,154603-BREADBLAST04,Staff Training,2023-05-10T00:41:56,Maintenance,Maintenance management,Ready / Close Operations
154552-BREADBLAST04,154552-BREADBLAST04,Staff Training,2023-05-09T19:34:53,Maintenance,Maintenance management,Ready / Close Operations
154555-BREADBLAST06,154555-BREADBLAST06,Product/Size/Shape,2023-05-09T13:22:56,Maintenance,Maintenance management,Recipe Transition
154559-BREADBLAST06,154559-BREADBLAST06,Product/Size/Shape,2023-05-09T20:22:56,Maintenance,Maintenance management,Recipe Transition
154561-BREADBLAST04,154561-BREADBLAST04,Air Pocket Defect,2023-05-09T20:40:03,Maintenance,Maintenance management,Production Interruption
154563-BREADBLAST04,154563-BREADBLAST04,Staff Training,2023-05-09T21:00:41,Maintenance,Maintenance management,Ready / Close Operations
154567-BREADBLAST04,154567-BREADBLAST04,Air Pocket Defect,2023-05-09T21:22:41,Maintenance,Maintenance management,Production Interruption
154569-BREADBLAST04,154569-BREADBLAST04,Staff Training,2023-05-09T21:44:23,Maintenance,Maintenance management,Ready / Close Operations
154573-BREADBLAST04,154573-BREADBLAST04,Staff Training,2023-05-09T22:05:08,Maintenance,Maintenance management,Ready / Close Operations
154574-BREADBLAST05,154574-BREADBLAST05,Rest Periods,2023-05-09T22:28:45,Maintenance,Maintenance management,Production Interruption
154579-BREADBLAST04,154579-BREADBLAST04,Product/Size/Shape,2023-05-09T23:12:02,Maintenance,Maintenance management,Recipe Transition
154605-BREADBLAST04,154605-BREADBLAST04,Air Pocket Defect,2023-05-10T01:13:53,Maintenance,Maintenance management,Production Interruption
154607-BREADBLAST04,154607-BREADBLAST04,Air Pocket Defect,2023-05-10T01:36:03,Maintenance,Maintenance management,Production Interruption
154596-BREADBLAST07,154596-BREADBLAST07,Air Pocket Defect,2023-05-09T18:00:00,Maintenance,Maintenance management,Production Interruption
154619-BREADBLAST04,154619-BREADBLAST04,Air Pocket Defect,2023-05-10T02:58:44,Maintenance,Maintenance management,Production Interruption
154625-BREADBLAST04,154625-BREADBLAST04,Air Pocket Defect,2023-05-10T03:47:40,Maintenance,Maintenance management,Production Interruption
154634-BREADBLAST06,154634-BREADBLAST06,Air Pocket Defect,2023-05-10T04:24:47,Maintenance,Maintenance management,Production Interruption
148497-BREADBLAST04,148497-BREADBLAST04,Air Pocket Defect,2023-04-02T10:31:14,Maintenance,Maintenance management,Production Interruption
148507-BREADBLAST04,148507-BREADBLAST04,Air Pocket Defect,2023-04-02T10:53:10,Maintenance,Maintenance management,Production Interruption
148508-BREADBLAST04,148508-BREADBLAST04,Air Pocket Defect,2023-04-02T10:53:10,Maintenance,Maintenance management,Production Interruption
148470-BREADBLAST04,148470-BREADBLAST04,Air Pocket Defect,2023-04-02T07:16:26,Maintenance,Maintenance management,Production Interruption
148482-BREADBLAST04,148482-BREADBLAST04,Air Pocket Defect,2023-04-02T08:47:58,Maintenance,Maintenance management,Production Interruption
148491-BREADBLAST04,148491-BREADBLAST04,Air Pocket Defect,2023-04-02T09:32:53,Maintenance,Maintenance management,Production Interruption
148534-BREADBLAST04,148534-BREADBLAST04,Equipment Servicing,2023-04-02T12:31:38,Maintenance,Maintenance management,Scheduled Service
148472-BREADBLAST04,148472-BREADBLAST04,Air Pocket Defect,2023-04-02T07:37:33,Maintenance,Maintenance management,Production Interruption
148538-BREADBLAST04,148538-BREADBLAST04,Nozzle Cleaning,2023-04-02T15:14:20,Maintenance,Maintenance management,Production Interruption
148542-BREADBLAST04,148542-BREADBLAST04,Air Pocket Defect,2023-04-02T15:31:17,Maintenance,Maintenance management,Production Interruption
148548-BREADBLAST04,148548-BREADBLAST04,Air Pocket Defect,2023-04-02T15:53:20,Maintenance,Maintenance management,Production Interruption
148527-BREADBLAST05,148527-BREADBLAST05,Oven Ventilation Check,2023-04-02T13:49:31,Maintenance,Maintenance management,Production Interruption
148528-BREADBLAST05,148528-BREADBLAST05,Oven Ventilation Check,2023-04-02T14:21:33,Maintenance,Maintenance management,Production Interruption
142841-BREADBLAST04,142841-BREADBLAST04,Air Pocket Defect,2023-02-25T09:11:41,Maintenance,Maintenance management,Production Interruption
142860-BREADBLAST07,142860-BREADBLAST07,Air Pocket Defect,2023-02-25T05:53:00,Maintenance,Maintenance management,Production Interruption
142858-BREADBLAST04,142858-BREADBLAST04,Air Pocket Defect,2023-02-25T12:09:14,Maintenance,Maintenance management,Production Interruption
142861-BREADBLAST07,142861-BREADBLAST07,Air Pocket Defect,2023-02-25T07:09:00,Maintenance,Maintenance management,Production Interruption
145096-BREADBLAST05,145096-BREADBLAST05,Burnt Dough Ends,2023-03-10T01:44:42,Maintenance,Maintenance management,Production Interruption
145115-BREADBLAST05,145115-BREADBLAST05,Recipe Completion,2023-03-10T06:23:15,Maintenance,Maintenance management,Production Interruption
145116-BREADBLAST05,145116-BREADBLAST05,Recipe Completion,2023-03-10T06:30:26,Maintenance,Maintenance management,Production Interruption
145126-BREADBLAST05,145126-BREADBLAST05,Oven Ventilation Check,2023-03-10T08:30:00,Maintenance,Maintenance management,Production Interruption
162114-BREADBLAST06,162114-BREADBLAST06,Air Pocket Defect,2023-06-19T08:57:03,Maintenance,Maintenance management,Production Interruption
162142-BREADBLAST05,162142-BREADBLAST05,Air Pocket Defect,2023-06-19T12:41:28,Maintenance,Maintenance management,Production Interruption
162145-BREADBLAST06,162145-BREADBLAST06,Air Pocket Defect,2023-06-19T12:56:31,Maintenance,Maintenance management,Production Interruption
162146-BREADBLAST06,162146-BREADBLAST06,Air Pocket Defect,2023-06-19T13:20:59,Maintenance,Maintenance management,Production Interruption
162157-BREADBLAST04,162157-BREADBLAST04,Oven Ventilation Check,2023-06-19T15:20:10,Maintenance,Maintenance management,Production Interruption
162110-BREADBLAST07,162110-BREADBLAST07,Oven Ventilation Check,2023-06-19T08:54:56,Maintenance,Maintenance management,Production Interruption
162119-BREADBLAST05,162119-BREADBLAST05,Air Pocket Defect,2023-06-19T05:40:29,Maintenance,Maintenance management,Production Interruption
162120-BREADBLAST06,162120-BREADBLAST06,Air Pocket Defect,2023-06-19T10:29:53,Maintenance,Maintenance management,Production Interruption
162121-BREADBLAST05,162121-BREADBLAST05,Ingredient Pump/Filters/Supply,2023-06-19T10:26:28,Maintenance,Maintenance management,Machine Malfunction
162125-BREADBLAST05,162125-BREADBLAST05,Air Pocket Defect,2023-06-19T10:48:07,Maintenance,Maintenance management,Production Interruption
162147-BREADBLAST07,162147-BREADBLAST07,Oven Ventilation Check,2023-06-19T13:36:52,Maintenance,Maintenance management,Production Interruption
162168-BREADBLAST07,162168-BREADBLAST07,Air Pocket Defect,2023-06-19T16:25:38,Maintenance,Maintenance management,Production Interruption
162153-BREADBLAST06,162153-BREADBLAST06,Air Pocket Defect,2023-06-19T14:33:43,Maintenance,Maintenance management,Production Interruption
162156-BREADBLAST04,162156-BREADBLAST04,Oven Ventilation Check,2023-06-19T14:59:29,Maintenance,Maintenance management,Production Interruption
162179-BREADBLAST07,162179-BREADBLAST07,Air Pocket Defect,2023-06-19T18:37:38,Maintenance,Maintenance management,Production Interruption
162184-BREADBLAST06,162184-BREADBLAST06,Product/Size/Shape,2023-06-19T19:08:08,Maintenance,Maintenance management,Recipe Transition
142728-BREADBLAST04,142728-BREADBLAST04,Oven Ventilation Check,2023-02-24T06:25:29,Maintenance,Maintenance management,Production Interruption
142741-BREADBLAST04,142741-BREADBLAST04,Oven Ventilation Check,2023-02-24T09:07:26,Maintenance,Maintenance management,Production Interruption
142731-BREADBLAST07,142731-BREADBLAST07,Air Pocket Defect,2023-02-24T06:56:00,Maintenance,Maintenance management,Production Interruption
142753-BREADBLAST05,142753-BREADBLAST05,Production Planning,2023-02-24T01:00:00,Maintenance,Maintenance management,On Hold
142751-BREADBLAST07,142751-BREADBLAST07,Air Pocket Defect,2023-02-24T11:48:00,Maintenance,Maintenance management,Production Interruption
153035-BREADBLAST07,153035-BREADBLAST07,Air Pocket Defect,2023-04-29T20:30:00,Maintenance,Maintenance management,Production Interruption
153066-BREADBLAST07,153066-BREADBLAST07,Air Pocket Defect,2023-04-30T03:18:00,Maintenance,Maintenance management,Production Interruption
153102-BREADBLAST04,153102-BREADBLAST04,Oven Ventilation Check,2023-04-30T09:55:04,Maintenance,Maintenance management,Production Interruption
153073-BREADBLAST07,153073-BREADBLAST07,Air Pocket Defect,2023-04-30T04:41:00,Maintenance,Maintenance management,Production Interruption
153100-BREADBLAST04,153100-BREADBLAST04,Oven Ventilation Check,2023-04-30T09:34:08,Maintenance,Maintenance management,Production Interruption
153105-BREADBLAST06,153105-BREADBLAST06,Air Pocket Defect,2023-04-30T11:06:08,Maintenance,Maintenance management,Production Interruption
153124-BREADBLAST07,153124-BREADBLAST07,Air Pocket Defect,2023-04-30T14:45:00,Maintenance,Maintenance management,Production Interruption
153128-BREADBLAST05,153128-BREADBLAST05,Air Pocket Defect,2023-04-30T15:32:31,Maintenance,Maintenance management,Production Interruption
154471-BREADBLAST04,154471-BREADBLAST04,Air Pocket Defect,2023-05-09T08:26:12,Maintenance,Maintenance management,Production Interruption
154472-BREADBLAST04,154472-BREADBLAST04,Air Pocket Defect,2023-05-09T08:50:24,Maintenance,Maintenance management,Production Interruption
154475-BREADBLAST07,154475-BREADBLAST07,Thickness Inconsistency,2023-05-09T03:30:00,Maintenance,Maintenance management,Production Interruption
154476-BREADBLAST07,154476-BREADBLAST07,Air Pocket Defect,2023-05-09T07:05:00,Maintenance,Maintenance management,Production Interruption
154473-BREADBLAST07,154473-BREADBLAST07,Shift Start,2023-05-09T00:00:00,Maintenance,Maintenance management,Ready / Close Operations
154509-BREADBLAST04,154509-BREADBLAST04,Air Pocket Defect,2023-05-09T13:46:08,Maintenance,Maintenance management,Production Interruption
154522-BREADBLAST04,154522-BREADBLAST04,Product/Size/Shape,2023-05-09T15:34:42,Maintenance,Maintenance management,Recipe Transition
154523-BREADBLAST04,154523-BREADBLAST04,Product/Size/Shape,2023-05-09T15:56:03,Maintenance,Maintenance management,Recipe Transition
154532-BREADBLAST04,154532-BREADBLAST04,Staff Training,2023-05-09T17:01:03,Maintenance,Maintenance management,Ready / Close Operations
154545-BREADBLAST04,154545-BREADBLAST04,Staff Training,2023-05-09T18:34:13,Maintenance,Maintenance management,Ready / Close Operations
154549-BREADBLAST04,154549-BREADBLAST04,Staff Training,2023-05-09T19:03:47,Maintenance,Maintenance management,Ready / Close Operations
154554-BREADBLAST04,154554-BREADBLAST04,Staff Training,2023-05-09T19:57:32,Maintenance,Maintenance management,Ready / Close Operations
154513-BREADBLAST04,154513-BREADBLAST04,Air Pocket Defect,2023-05-09T14:15:24,Maintenance,Maintenance management,Production Interruption
154515-BREADBLAST04,154515-BREADBLAST04,Air Pocket Defect,2023-05-09T14:49:59,Maintenance,Maintenance management,Production Interruption
154519-BREADBLAST04,154519-BREADBLAST04,Oven Ventilation Check,2023-05-09T15:10:51,Maintenance,Maintenance management,Production Interruption
148246-BREADBLAST04,148246-BREADBLAST04,Air Pocket Defect,2023-03-31T12:42:02,Maintenance,Maintenance management,Production Interruption
148255-BREADBLAST05,148255-BREADBLAST05,Power Outage,2023-03-31T14:03:54,Maintenance,Maintenance management,Machine Malfunction
148235-BREADBLAST04,148235-BREADBLAST04,Air Pocket Defect,2023-03-31T11:38:29,Maintenance,Maintenance management,Production Interruption
148236-BREADBLAST04,148236-BREADBLAST04,Air Pocket Defect,2023-03-31T11:59:07,Maintenance,Maintenance management,Production Interruption
148237-BREADBLAST04,148237-BREADBLAST04,Air Pocket Defect,2023-03-31T11:59:07,Maintenance,Maintenance management,Production Interruption
148249-BREADBLAST04,148249-BREADBLAST04,Air Pocket Defect,2023-03-31T13:01:55,Maintenance,Maintenance management,Production Interruption
148261-BREADBLAST04,148261-BREADBLAST04,Power Outage,2023-03-31T15:16:15,Maintenance,Maintenance management,Machine Malfunction
